date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Willa
09-22-35,0,0,63,51,0,38,61,54,0,0,0,0,0,52,0,0
09-22-45,0,0,63,53,0,39,61,54,0,0,0,0,0,51,0,0
09-22-55,0,0,63,53,0,38,61,54,0,0,0,0,35,51,0,0
09-23-05,0,0,63,54,0,39,60,54,0,0,0,0,0,50,0,0
09-23-15,0,0,62,52,0,42,61,54,0,0,0,0,0,49,0,0
09-23-25,0,0,62,52,0,39,61,54,0,0,0,0,0,49,0,0
09-23-35,0,0,62,51,0,46,61,55,0,0,0,0,0,51,0,0
09-23-45,0,0,62,49,0,43,61,54,0,0,0,0,0,52,0,0
09-23-55,0,0,62,51,0,39,61,53,0,0,0,0,0,48,0,0
09-24-05,0,0,63,52,0,40,62,46,0,0,0,0,0,53,0,0
09-24-15,0,0,62,52,0,37,62,33,0,0,0,0,0,53,0,0
09-24-25,0,0,63,52,0,38,62,32,0,0,0,0,0,51,0,0
09-24-35,0,0,62,52,0,38,62,0,0,0,0,0,0,51,0,0
09-24-45,0,0,62,52,0,41,62,32,0,0,0,0,0,53,0,0
09-24-55,0,0,62,53,0,36,62,0,0,0,0,0,0,52,0,0
09-25-05,0,0,62,52,0,40,62,32,0,0,0,0,0,52,0,0
09-25-15,0,0,63,53,0,39,62,0,0,0,0,0,0,49,0,0
09-25-25,0,0,63,51,0,42,62,0,0,0,0,0,0,50,0,0
09-25-35,0,0,63,53,0,40,62,0,0,0,0,0,0,49,0,0
09-25-45,0,0,63,49,0,45,62,35,0,0,0,0,0,49,0,0
09-25-55,0,0,63,49,0,46,62,0,0,0,0,0,0,49,0,0
09-26-05,0,0,63,48,0,43,62,0,0,0,0,0,0,50,0,0
09-26-15,0,0,63,47,0,43,62,0,0,0,0,0,0,52,0,0
09-26-25,0,0,63,47,0,47,62,0,0,0,0,0,0,50,0,0
09-26-35,0,0,63,47,0,47,62,0,0,0,0,0,0,50,0,0
09-26-45,0,0,63,47,0,47,62,0,0,0,0,0,0,50,0,0
09-26-55,0,0,62,46,0,44,62,0,0,0,0,0,0,51,0,0
09-27-05,0,0,63,34,0,49,62,0,0,0,0,0,0,49,0,0
09-27-15,0,0,66,35,0,53,60,0,0,0,0,0,0,52,0,0
09-27-25,0,0,67,34,0,53,60,0,0,0,0,0,33,51,0,0
09-27-35,0,0,67,33,0,53,49,0,0,0,0,0,35,49,0,0
09-27-45,0,0,67,34,0,53,41,0,0,0,0,0,0,49,0,0
09-27-55,0,0,67,37,0,52,44,0,0,0,0,0,0,50,0,0
09-28-05,0,0,67,33,0,52,38,0,0,0,0,0,0,47,0,0
09-28-15,0,0,66,37,0,51,42,32,0,0,32,0,32,50,0,0
09-28-25,0,0,67,0,0,52,42,0,0,0,0,0,34,51,0,0
09-28-35,0,0,67,0,0,50,41,0,0,0,0,0,32,49,0,0
09-28-45,0,0,66,0,0,50,39,0,0,0,0,0,33,50,0,0
09-28-55,0,0,67,0,0,51,35,0,0,0,0,0,35,48,0,0
09-29-05,0,0,67,0,0,51,34,0,0,0,0,0,0,50,0,0
09-29-15,0,0,66,0,0,52,0,0,0,0,0,0,0,50,0,0
09-29-25,0,0,66,0,0,51,32,37,0,0,0,0,0,49,0,0
09-29-35,0,0,67,0,0,51,0,0,0,0,0,0,0,49,0,0
09-29-45,0,0,66,0,0,51,37,0,0,0,0,0,0,49,0,0
09-29-55,0,0,66,0,0,51,34,0,0,0,0,0,0,50,0,0
09-30-05,0,0,65,0,0,48,0,0,0,0,0,0,0,47,0,0
09-30-15,0,0,67,0,0,49,0,0,0,0,0,0,0,50,0,0
09-30-25,0,0,45,0,0,43,0,0,0,0,32,0,0,39,0,0
09-30-35,0,0,38,0,0,42,0,0,0,0,32,0,0,39,0,0
09-30-45,0,0,40,0,0,42,0,0,0,0,0,0,0,38,0,0
09-30-55,0,0,44,0,0,47,0,0,0,0,0,0,0,38,0,0
09-31-05,0,0,42,0,0,46,0,0,0,0,0,0,0,37,0,0
09-31-15,0,0,37,0,0,37,0,0,0,0,33,0,0,36,0,0
09-31-25,0,0,40,0,0,41,0,0,0,0,0,0,0,38,0,0
09-31-35,0,0,39,0,0,35,0,0,0,0,34,0,0,34,0,0
09-31-45,0,0,34,0,0,0,0,0,0,0,0,0,0,33,0,0
09-31-55,0,0,0,34,0,36,0,0,0,0,0,0,0,0,0,0
09-32-05,0,0,33,36,0,32,0,0,0,0,0,0,0,0,0,0
09-32-15,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
09-32-25,0,0,35,34,0,34,0,0,0,0,0,0,0,33,0,0
09-32-35,0,0,38,0,0,37,0,0,0,0,0,0,0,34,0,0
09-32-45,0,0,47,0,0,39,0,0,0,0,32,0,0,39,0,0
09-32-55,0,0,38,0,0,37,0,0,0,0,33,0,0,34,0,0
09-33-05,0,0,36,0,0,35,0,0,0,0,33,0,33,35,0,0
09-33-15,0,0,34,0,0,33,0,35,0,0,32,0,0,37,0,0
09-33-25,0,0,39,0,0,35,0,0,0,0,33,0,34,39,0,0
09-33-35,0,0,32,0,0,0,0,0,0,0,34,0,0,0,0,0
09-33-45,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
09-33-55,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-34-05,0,0,36,0,0,38,0,0,0,0,34,0,0,35,0,0
09-34-15,0,0,36,0,0,34,0,0,0,0,34,0,32,37,0,0
09-34-25,0,0,38,0,0,36,0,34,0,0,33,0,35,35,0,0
09-34-35,0,0,34,36,0,35,0,0,0,0,0,0,0,33,0,0
09-34-45,0,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0
09-34-55,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0
09-35-05,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-35-15,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
09-36-05,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
09-38-45,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
09-38-55,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
09-39-05,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
09-39-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-39-25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-39-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-39-45,0,0,33,0,0,35,0,0,0,0,0,0,0,0,0,0
09-39-55,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0
09-40-15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
09-40-25,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
09-40-35,0,0,36,0,0,34,0,0,0,0,0,0,0,0,0,0
09-42-05,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-42-25,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-42-35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-42-45,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0
09-43-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
09-43-15,0,0,35,0,0,33,0,0,0,0,0,0,0,0,0,0
09-43-25,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
09-43-35,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
09-43-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
09-43-55,0,0,33,0,0,34,0,0,0,0,0,0,0,35,0,0
09-44-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-44-15,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0
09-44-25,0,0,0,0,0,0,0,32,0,0,0,0,36,0,0,0
09-44-35,0,0,36,0,0,33,0,0,0,0,0,0,0,36,0,0
09-44-45,0,0,36,0,0,34,0,0,0,0,0,0,0,33,0,0
09-44-55,0,0,34,0,0,34,0,34,0,0,0,0,32,34,0,0
09-45-05,0,0,32,0,0,33,0,0,0,0,32,0,0,0,0,0
09-45-15,0,0,34,0,0,36,0,0,0,0,33,0,0,36,0,0
09-45-25,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-45-35,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-45-45,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-45-55,0,0,35,0,0,33,0,0,0,0,0,0,0,0,0,0
09-46-05,0,0,36,0,0,38,0,0,0,0,35,0,0,34,0,0
09-46-15,0,0,41,0,0,38,0,0,0,0,0,0,0,39,0,0
09-46-25,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0
09-46-35,0,0,36,0,0,36,0,0,0,0,0,0,0,35,0,0
09-46-45,0,0,36,0,0,34,0,0,0,0,33,0,33,0,0,0
09-46-55,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0
09-47-05,0,0,37,0,0,38,0,0,0,0,35,0,0,36,0,0
09-47-15,0,0,37,0,0,37,0,0,0,0,0,0,0,34,0,0
09-47-25,0,0,40,35,0,33,0,0,0,0,33,0,0,0,0,0
09-47-35,0,0,35,0,0,33,0,0,0,0,33,0,0,32,0,0
09-47-45,0,0,36,0,0,34,0,0,0,0,0,0,0,0,0,0
09-47-55,0,0,37,0,0,36,0,0,0,0,0,0,0,0,0,0
09-48-05,0,0,37,0,0,33,0,0,0,0,32,0,0,0,0,0
09-48-15,0,0,39,0,0,34,0,0,0,0,0,0,0,0,0,0
09-48-25,0,0,39,0,0,35,0,0,0,0,32,0,0,0,0,0
09-48-35,0,0,37,0,0,37,0,0,0,0,32,0,0,33,0,0
09-48-45,0,0,39,0,0,0,0,0,0,0,33,0,0,0,0,0
09-48-55,0,0,39,0,0,34,0,0,0,0,33,0,0,0,0,0
09-49-05,0,0,40,0,0,34,0,0,0,0,33,0,0,0,0,0
09-49-15,0,0,39,0,0,35,0,0,0,0,33,0,0,0,0,0
09-49-25,0,0,39,0,0,41,0,0,0,0,33,0,0,0,0,0
09-49-35,0,0,40,0,0,35,0,0,0,0,33,0,0,0,0,0
09-49-45,0,0,39,0,0,35,0,0,0,0,33,0,0,0,0,0
09-49-55,0,0,39,0,0,38,0,0,0,0,33,0,0,0,0,0
09-50-05,0,0,40,0,0,34,0,0,0,0,33,0,0,0,0,0
09-50-15,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-50-25,0,0,35,32,0,0,0,0,0,0,0,0,0,0,0,0
09-50-35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
09-50-45,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-50-55,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-51-05,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-51-15,0,0,34,0,0,32,0,0,0,0,0,0,0,0,0,0
09-51-25,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-51-35,0,0,34,0,0,0,0,0,0,0,0,0,0,32,0,0
09-51-45,0,0,35,0,0,0,0,0,0,0,32,0,0,32,0,0
09-51-55,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0
09-52-05,0,0,36,0,0,0,0,32,0,0,0,0,0,36,0,0
09-52-15,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-52-25,0,0,35,0,0,0,0,0,0,0,0,0,0,33,0,0
09-52-35,0,0,38,37,0,0,0,0,0,0,0,0,0,38,0,0
09-52-45,0,0,35,0,0,33,0,0,0,0,0,0,0,33,0,0
09-52-55,0,0,34,34,0,0,0,0,0,0,32,0,0,33,0,0
09-53-05,0,0,35,33,0,35,0,0,0,0,0,0,0,32,0,0
09-53-15,0,0,0,40,0,0,35,0,0,0,0,0,0,0,0,0
09-53-25,0,0,0,38,0,0,34,0,0,0,0,0,0,0,0,0
09-53-35,0,0,34,0,0,0,37,0,0,0,0,0,0,0,0,0
09-53-45,0,0,37,0,0,39,0,0,0,0,0,0,0,33,0,0
09-53-55,0,0,35,43,0,35,0,0,0,0,37,0,0,36,0,0
09-54-05,0,0,34,0,0,38,0,0,0,0,0,0,0,33,0,0
09-54-15,0,0,0,0,0,40,0,0,0,0,0,0,0,33,0,0
09-54-25,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
09-54-35,0,0,37,0,0,0,0,0,0,0,34,0,0,32,0,0
09-54-45,0,0,39,36,0,33,0,0,0,0,33,0,0,0,0,0
09-54-55,0,0,35,33,0,38,0,0,0,0,35,0,32,0,0,0
09-55-05,0,0,36,0,0,34,0,0,0,0,0,0,0,35,0,0
09-55-15,0,0,36,0,0,35,0,0,0,0,32,0,0,32,0,0
09-55-25,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0
09-55-35,0,0,37,0,0,36,0,0,0,0,0,0,0,0,0,0
09-55-45,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,0
09-55-55,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-56-05,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
09-56-15,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-56-25,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
09-56-35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-56-45,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
09-56-55,0,0,34,0,0,35,36,0,0,0,0,0,0,33,0,0
09-57-05,0,0,38,32,0,41,33,32,0,0,0,0,0,33,0,0
09-57-15,0,0,35,33,0,47,0,0,0,0,32,0,0,34,0,0
09-57-25,0,0,36,0,0,37,0,0,0,0,0,0,0,32,0,0
09-57-35,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0
09-57-45,0,0,32,0,0,36,0,0,0,0,0,0,0,0,0,0
09-57-55,0,0,35,0,0,0,39,0,0,0,0,0,0,0,0,0
09-58-05,0,0,32,0,0,32,35,0,0,0,0,0,0,34,0,0
09-58-15,0,0,35,0,0,40,0,0,0,0,32,0,0,36,0,0
09-58-25,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0
09-58-35,0,0,35,0,0,33,0,0,0,0,0,0,0,0,0,0
09-58-45,0,0,36,0,0,45,32,0,0,0,0,0,0,0,0,0
09-58-55,0,0,35,0,0,33,0,0,0,0,0,0,0,32,0,0
09-59-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
09-59-25,0,0,0,0,0,0,32,0,0,0,33,0,0,0,0,0
09-59-35,0,0,35,0,0,0,34,0,0,0,0,0,0,34,0,0
09-59-45,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
09-59-55,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-00-05,0,0,40,0,0,0,0,0,0,0,0,0,0,33,0,0
10-00-15,0,0,33,0,0,0,0,34,0,0,33,0,32,0,0,0
10-00-25,0,0,34,0,0,35,0,0,0,0,35,0,0,36,0,0
10-00-35,0,0,35,0,0,0,0,0,0,0,0,0,0,34,0,0
10-00-45,0,0,36,0,0,0,0,0,0,0,32,0,0,0,0,0
10-00-55,0,0,37,0,0,0,33,0,0,0,0,0,0,0,0,0
10-01-05,0,0,35,0,0,33,33,0,0,0,0,0,0,0,0,0
10-01-15,0,0,38,0,0,35,0,0,0,0,0,0,0,34,0,0
10-01-25,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0
10-01-35,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
10-01-45,0,0,0,34,0,35,0,0,0,0,0,0,0,0,0,0
10-01-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-02-15,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0
10-02-25,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-02-35,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-02-45,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0
10-02-55,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0
10-03-05,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-03-45,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-04-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-04-55,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-05-05,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-05-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-05-55,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-09-25,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0
10-09-35,0,0,0,0,0,35,0,0,0,0,0,0,0,32,0,0
10-09-45,0,0,32,0,0,38,0,0,0,0,0,0,0,32,0,0
10-09-55,0,0,33,0,0,38,33,0,0,0,0,0,0,0,0,0
10-10-05,0,0,0,0,0,36,0,0,0,0,0,0,0,32,0,0
10-10-15,0,0,0,0,0,39,0,0,0,0,0,0,0,32,0,0
10-10-35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-10-45,0,0,0,0,0,38,0,0,0,0,0,0,0,33,0,0
