date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-16-01,37,0,57,54,0,35,49,0,0,0,0,0,0,46,0,0
15-17-01,36,0,55,47,0,0,48,0,43,45,0,0,0,47,0,0
15-18-01,37,0,55,52,0,33,52,0,43,0,0,0,0,49,0,40
15-19-01,36,0,55,51,31,36,50,0,0,0,0,0,0,41,35,41
15-20-01,35,0,55,53,0,40,50,0,0,42,0,0,0,0,0,41
15-21-01,37,0,56,52,0,42,49,0,42,0,0,0,0,51,0,41
15-22-01,0,0,51,55,0,0,0,0,38,45,0,0,0,50,32,0
15-23-01,37,0,54,53,0,0,44,0,40,43,0,0,0,51,35,43
15-24-01,36,0,55,51,0,38,51,0,42,45,0,0,0,0,38,42
15-25-01,35,0,58,51,31,0,48,0,38,40,0,0,0,50,35,42
15-26-01,0,0,54,54,31,0,47,0,0,0,0,0,0,52,33,42
15-27-01,38,0,0,55,31,0,45,0,41,42,0,0,0,51,0,0
15-28-01,37,0,56,53,0,35,45,0,0,0,0,0,0,51,35,42
15-29-01,35,0,55,0,0,0,0,0,40,42,0,0,0,52,34,42
15-30-01,38,0,56,53,31,0,45,0,40,0,0,0,0,52,0,42
15-31-01,38,0,56,51,0,39,0,0,41,0,0,0,0,52,0,42
15-32-01,39,0,53,54,31,0,45,0,42,0,0,0,0,52,0,41
15-33-01,0,0,51,54,31,36,50,0,41,43,0,0,0,50,0,40
15-34-01,0,0,54,53,31,31,46,0,0,41,0,0,0,52,0,44
15-35-01,0,0,56,53,0,0,46,0,42,40,0,0,0,46,0,43
15-36-01,34,0,53,54,0,0,45,0,42,0,0,0,0,51,0,42
15-37-01,37,0,55,54,0,0,48,0,38,0,0,0,0,50,0,42
15-38-01,38,0,57,53,31,0,49,0,42,42,0,0,0,0,31,0
15-39-01,0,0,55,52,0,0,45,0,40,43,0,0,0,51,0,40
15-40-01,0,0,55,52,0,0,49,0,41,41,0,0,0,51,31,41
15-41-01,38,0,59,52,0,31,49,0,42,42,0,0,0,52,0,44
15-42-01,42,0,54,0,0,0,0,0,0,43,0,0,0,50,0,40
15-43-01,45,0,54,50,0,40,47,0,38,0,0,0,0,51,31,0
15-44-01,38,0,56,53,0,0,48,0,42,44,0,0,0,51,0,0
15-45-01,37,0,54,52,0,34,48,0,41,43,0,0,0,50,31,0
15-46-01,37,0,56,51,0,33,49,0,38,0,0,0,0,49,31,41
15-47-01,0,0,55,51,0,0,51,0,42,44,0,0,0,50,0,42
15-48-01,38,0,56,52,31,43,53,0,43,44,0,0,0,51,0,40
15-49-01,0,0,56,52,31,0,51,0,41,45,0,0,0,51,31,40
15-50-01,0,0,56,52,31,0,50,0,0,0,0,0,0,47,0,41
15-51-01,38,0,55,53,31,0,51,0,40,0,0,0,0,50,31,0
15-52-01,37,0,57,51,0,0,52,0,0,42,0,0,0,51,32,0
15-53-01,0,0,56,52,31,0,49,0,41,44,0,0,0,51,31,41
15-54-01,0,0,56,52,0,44,50,0,38,44,0,0,0,50,0,42
15-55-01,0,0,57,53,31,0,50,0,42,0,0,0,0,50,0,45
15-56-01,37,0,55,50,0,0,47,0,0,0,0,0,0,51,0,0
15-57-01,0,0,57,52,0,0,48,0,41,0,0,0,0,51,0,41
15-58-01,37,0,53,53,31,39,48,0,42,42,0,0,0,51,0,40
15-59-01,0,0,55,53,0,0,50,0,0,0,0,0,0,50,31,0
