date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
14-11-51,40,0,0,0,0,0,33,0,0,47,0,0,0,52,43,0
14-12-01,39,0,0,0,0,0,0,0,0,46,0,0,0,51,42,0
14-12-11,40,0,0,0,0,0,33,0,0,45,0,0,0,52,42,0
14-12-21,42,0,0,0,31,0,31,0,0,47,0,0,0,52,0,0
14-12-31,40,0,0,0,31,0,31,0,0,47,0,0,0,52,43,0
14-12-41,41,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-12-51,39,0,0,0,0,0,42,0,0,47,0,0,0,51,42,0
14-13-01,41,0,0,0,31,0,0,0,0,45,0,0,0,52,42,0
14-13-11,42,0,0,0,31,0,34,0,0,48,0,0,0,52,42,0
14-13-21,39,0,0,0,31,0,32,0,0,46,0,0,0,52,42,0
14-13-31,40,0,0,0,31,0,0,0,0,45,0,0,0,50,42,0
14-13-41,42,0,0,0,31,0,31,0,0,46,0,0,0,52,41,0
14-13-51,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-14-01,41,0,0,0,31,0,0,0,32,47,0,0,0,52,42,0
14-14-11,40,0,31,0,0,0,33,0,0,44,0,0,0,52,42,0
14-14-21,40,0,33,0,0,0,0,0,0,44,0,0,0,51,42,0
14-14-31,42,0,0,0,31,0,32,0,0,47,0,0,0,53,43,0
14-14-41,43,0,0,0,31,0,31,0,0,47,0,0,0,52,43,0
14-14-51,43,0,0,0,0,0,36,0,0,48,0,0,0,51,0,0
14-15-01,40,0,0,0,0,0,36,0,0,46,0,0,0,52,42,0
14-15-11,41,0,0,0,0,0,0,0,0,47,0,0,0,52,44,0
14-15-21,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-15-31,40,0,0,0,31,0,0,0,0,46,0,0,0,53,43,0
14-15-41,40,0,0,0,31,0,0,0,0,46,0,0,0,50,42,0
14-15-51,39,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-16-01,39,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-16-11,42,0,0,0,0,0,0,0,0,47,0,0,0,51,42,0
14-16-21,40,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-16-31,43,0,0,0,31,0,0,0,0,46,0,0,0,52,41,0
14-16-41,40,0,0,0,31,0,31,0,0,46,0,0,0,52,42,0
14-16-51,41,0,0,0,31,0,32,0,0,46,0,0,0,52,42,0
14-17-01,40,0,0,0,31,0,31,0,0,47,0,0,0,52,42,0
14-17-11,40,0,0,0,0,0,34,0,0,47,0,0,0,51,42,0
14-17-21,42,0,0,0,31,0,31,0,0,45,0,0,0,50,42,0
14-17-31,40,0,31,0,0,0,0,0,0,46,0,0,0,52,42,0
14-17-41,41,0,0,0,31,0,33,0,0,46,0,0,0,52,42,0
14-17-51,40,0,0,0,31,0,33,0,0,46,0,0,0,52,42,0
14-18-01,40,0,31,0,0,0,0,0,0,47,0,0,0,52,42,0
14-18-11,40,0,35,0,0,0,38,0,0,47,0,0,0,51,42,0
14-18-21,41,0,31,0,31,0,46,0,0,46,0,0,0,52,42,0
14-18-31,40,0,33,0,0,31,39,0,0,46,0,0,0,51,41,0
14-18-41,41,0,0,0,32,0,34,0,0,43,0,0,0,50,42,0
14-18-51,41,0,0,0,31,0,36,0,0,46,0,0,0,52,41,0
14-19-01,41,0,0,0,0,0,40,0,0,47,0,0,0,52,43,0
14-19-11,42,0,0,0,31,0,0,0,0,45,0,0,0,52,43,0
14-19-21,40,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-19-31,41,0,0,0,31,0,40,0,31,44,0,0,0,52,44,0
14-19-41,41,0,0,0,31,0,0,0,0,46,0,0,0,50,42,0
14-19-51,39,0,0,0,31,0,38,0,0,45,0,0,0,51,43,0
14-20-01,40,0,0,0,31,0,31,0,0,46,0,0,0,52,43,0
14-20-11,41,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-20-21,40,0,0,0,31,0,0,0,0,46,0,0,0,51,42,0
14-20-31,39,0,31,0,31,0,0,0,0,46,0,0,0,52,0,0
14-20-41,42,0,0,0,31,0,0,0,0,45,0,0,0,51,41,0
14-20-51,40,0,0,0,0,0,33,0,0,0,0,0,0,52,42,0
14-21-01,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-21-11,42,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-21-21,0,0,0,0,31,0,34,0,0,47,0,0,0,49,0,0
14-21-31,38,0,31,0,31,0,39,0,0,47,0,0,0,52,41,0
14-21-41,39,0,0,0,31,0,0,0,0,47,0,0,0,51,44,0
14-21-51,39,0,32,0,0,0,33,0,0,46,0,0,0,52,43,0
14-22-01,41,0,31,0,31,0,0,0,0,47,0,0,0,50,43,0
14-22-11,40,0,0,0,0,0,0,0,0,47,0,0,0,52,41,0
14-22-21,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-22-31,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-22-41,39,0,0,0,0,0,37,0,0,47,0,0,0,52,42,0
14-22-51,41,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-23-01,39,0,0,0,0,0,34,0,0,47,0,0,0,51,43,0
14-23-11,40,0,0,0,0,0,37,0,0,45,0,0,0,51,43,0
14-23-21,39,0,0,0,31,0,33,0,0,47,0,0,0,51,44,0
14-23-31,40,0,0,0,31,0,31,0,0,47,0,0,0,52,43,0
14-23-41,40,0,0,0,31,0,32,0,0,46,0,0,0,51,0,0
14-23-51,40,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-24-01,41,0,0,0,31,0,32,0,0,0,0,0,0,52,43,0
14-24-11,39,0,0,0,31,0,33,0,0,47,0,0,0,51,43,0
14-24-21,41,0,32,0,31,0,0,0,0,46,0,0,0,53,42,0
14-24-31,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-24-41,40,0,37,0,0,0,0,0,0,46,0,0,0,52,42,0
14-24-51,40,0,0,0,31,0,36,0,0,46,0,0,0,52,43,0
14-25-01,44,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
14-25-11,41,0,0,31,31,0,35,0,0,47,0,0,0,52,43,0
14-25-21,40,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-25-31,40,0,36,0,31,0,31,0,0,46,0,0,0,52,43,0
14-25-41,41,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-25-51,40,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
14-26-01,41,0,0,0,0,0,0,0,0,46,0,0,0,51,41,0
14-26-11,40,0,0,0,31,0,0,0,0,47,0,0,0,52,44,0
14-26-21,41,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-26-31,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-26-41,41,0,39,0,31,0,0,0,0,47,0,0,0,51,42,0
14-26-51,42,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-27-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,41,0
14-27-11,41,0,0,0,31,0,0,0,0,42,0,0,0,51,42,0
14-27-21,41,0,40,0,31,0,0,0,0,46,0,0,0,51,42,0
14-27-31,39,0,31,0,31,0,0,0,0,47,0,0,0,52,43,0
14-27-41,40,0,0,0,0,0,0,0,0,47,0,0,0,52,42,0
14-27-51,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-28-01,40,0,32,0,31,0,0,0,0,47,0,0,0,52,43,0
14-28-11,41,0,0,0,31,0,0,0,0,45,0,0,0,52,42,0
14-28-21,39,0,31,0,31,0,0,0,0,45,0,0,0,51,42,0
14-28-31,40,0,0,0,31,0,0,0,0,48,0,0,0,51,43,0
14-28-41,39,0,31,0,31,0,0,0,0,45,0,0,0,51,42,0
14-28-51,40,0,33,0,31,0,0,0,0,47,0,0,0,52,44,0
14-29-01,40,0,38,0,31,0,0,0,0,46,0,0,0,50,43,0
14-29-11,40,0,0,0,31,0,0,0,0,46,0,0,0,53,42,0
14-29-21,41,0,31,0,0,0,0,0,0,45,0,0,0,52,42,0
14-29-31,40,0,33,0,31,0,0,0,0,46,0,0,0,52,42,0
14-29-41,40,0,31,0,0,0,0,0,0,46,0,0,0,52,43,0
14-29-51,40,0,0,0,0,0,0,0,0,0,0,0,0,51,42,0
14-30-01,42,0,32,0,31,0,0,0,0,43,0,0,0,52,42,0
14-30-11,42,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-30-21,40,0,31,0,31,0,0,0,0,47,0,0,0,52,44,0
14-30-31,42,0,38,0,31,0,0,0,0,46,0,0,0,52,42,0
14-30-41,41,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-30-51,40,0,31,0,31,0,0,0,0,46,0,0,0,52,42,0
14-31-01,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-31-11,43,0,31,0,0,0,0,0,0,47,0,0,0,52,43,0
14-31-21,41,0,31,0,31,0,0,0,32,48,0,0,0,52,46,0
14-31-31,39,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-31-41,41,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
14-31-51,40,0,0,0,31,0,0,0,0,47,0,0,0,50,42,0
14-32-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,42,0
14-32-11,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-32-21,40,0,0,0,31,0,0,0,0,46,0,0,0,50,42,0
14-32-31,39,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-32-41,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-32-51,41,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-33-01,39,0,0,0,31,0,0,0,0,45,0,0,0,51,42,0
14-33-11,41,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-33-21,41,0,0,0,31,0,0,0,0,46,0,0,0,51,42,0
14-33-31,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-33-41,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-33-51,40,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-34-01,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-34-11,41,0,0,0,31,0,0,0,0,45,0,0,0,51,43,0
14-34-21,40,0,0,0,31,0,0,0,0,46,0,0,0,50,43,0
14-34-31,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-34-41,40,0,0,0,31,0,0,0,0,47,0,0,0,51,42,0
14-34-51,40,0,0,0,31,0,0,0,0,48,0,0,0,52,43,0
14-35-01,42,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-35-11,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-35-21,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-35-31,40,0,0,0,31,0,0,0,0,46,0,0,0,52,44,0
14-35-41,39,0,0,0,31,0,0,0,0,46,0,0,0,51,44,0
14-35-51,41,0,31,0,0,0,0,0,0,48,0,0,0,52,43,0
14-36-01,41,0,0,0,0,0,0,0,0,46,0,0,0,51,44,0
14-36-11,40,0,0,0,31,31,0,0,0,47,0,0,0,51,43,0
14-36-21,40,0,0,0,31,0,0,0,0,46,0,0,0,51,42,0
14-36-31,39,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-36-41,41,0,0,0,31,0,0,0,0,44,0,0,0,51,42,0
14-36-51,40,0,0,0,31,0,0,0,0,46,0,0,0,51,44,0
14-37-01,39,0,0,0,31,31,0,0,0,47,0,0,0,51,43,0
14-37-11,40,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-37-21,43,0,0,0,31,36,0,0,0,46,0,0,0,51,43,0
14-37-31,40,0,0,0,31,0,0,0,0,48,0,0,0,52,44,0
14-37-41,41,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-37-51,42,0,0,0,31,0,0,0,0,0,0,0,0,52,42,0
14-38-01,42,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-38-11,41,0,0,0,31,0,0,0,0,47,0,0,0,52,39,0
14-38-21,40,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-38-31,43,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-38-41,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-38-51,40,0,0,0,31,0,0,0,0,47,0,0,0,50,42,0
14-39-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-39-11,40,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-39-21,40,0,0,0,0,0,0,0,0,46,0,0,0,51,42,0
14-39-31,41,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-39-41,40,0,0,0,31,0,0,0,0,45,0,0,0,51,43,0
14-39-51,41,0,0,0,31,0,31,0,0,46,0,0,0,48,43,0
14-40-01,39,0,0,0,0,0,37,0,0,46,0,0,0,52,43,0
14-40-11,41,0,0,0,31,0,0,0,0,44,0,0,0,51,0,0
14-40-21,40,0,0,0,31,0,31,0,0,45,0,0,0,52,44,0
14-40-31,41,0,0,0,0,0,35,0,0,45,0,0,0,49,43,0
14-40-41,41,0,0,0,0,0,36,0,36,46,0,0,0,51,42,0
14-40-51,40,0,0,0,31,0,38,0,0,45,0,0,0,52,43,0
14-41-01,41,0,0,0,0,0,37,0,0,48,0,0,0,52,45,0
14-41-11,42,0,0,0,31,0,44,0,35,0,0,0,0,50,44,0
14-41-21,40,0,0,0,31,0,0,0,0,47,0,0,0,52,45,0
14-41-31,38,0,0,0,0,0,37,0,0,0,0,0,0,51,44,0
14-41-41,41,0,0,0,0,35,0,0,0,47,0,0,0,50,45,0
14-41-51,40,0,0,0,31,32,32,0,0,47,0,0,0,48,38,0
14-42-01,40,0,0,0,31,35,32,0,0,47,0,0,0,51,42,0
14-42-11,40,0,0,0,0,0,36,0,0,48,0,0,0,51,43,0
14-42-21,39,0,0,0,31,0,37,0,0,47,0,0,0,52,41,0
14-42-31,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-42-41,40,0,0,0,0,31,31,0,0,46,0,0,0,52,43,0
14-42-51,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-43-01,41,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-43-11,39,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-43-21,40,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-43-31,39,0,0,0,31,31,0,0,0,47,0,0,0,52,42,0
14-43-41,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-43-51,39,0,0,0,0,0,0,0,0,47,0,0,0,51,43,0
14-44-01,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-44-11,40,0,0,0,0,0,0,0,0,45,0,0,0,50,42,0
14-44-21,41,0,0,0,0,0,0,0,0,45,0,0,0,51,43,0
14-44-31,40,0,0,0,31,0,37,0,0,47,0,0,0,52,41,0
14-44-41,42,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
14-44-51,42,0,0,31,31,0,0,0,0,46,0,0,0,52,43,0
14-45-01,42,0,0,0,32,0,0,0,0,48,0,0,0,52,41,0
14-45-11,39,0,0,0,31,0,35,0,0,47,0,0,0,51,42,0
14-45-21,40,0,0,0,31,0,0,0,0,45,0,0,0,51,42,0
14-45-31,40,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-45-41,41,0,0,0,0,0,35,0,0,46,0,0,0,51,44,0
14-45-51,42,0,0,0,0,0,0,0,0,45,0,0,0,50,42,0
14-46-01,40,0,0,0,0,0,34,0,0,45,0,0,0,51,43,0
14-46-11,42,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-46-21,40,0,0,0,31,0,31,0,0,42,0,0,0,51,43,0
14-46-31,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-46-41,41,0,0,31,0,0,0,0,0,46,0,0,0,52,43,0
14-46-51,40,0,0,0,0,0,0,0,0,46,0,0,0,51,42,0
14-47-01,40,0,0,0,31,0,33,0,0,46,0,0,0,52,43,0
14-47-11,41,0,0,0,0,0,0,0,0,46,0,0,0,51,0,0
14-47-21,39,0,0,0,31,0,0,0,0,44,0,0,0,51,42,0
14-47-31,41,0,0,0,31,0,0,0,0,46,0,0,0,52,41,0
14-47-41,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-47-51,40,0,0,0,31,0,0,0,0,46,0,0,0,51,42,0
14-48-01,40,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
14-48-11,43,0,0,0,0,0,0,0,0,46,0,0,0,51,43,0
14-48-21,40,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-48-31,41,0,0,0,31,0,0,0,0,46,0,0,0,49,43,0
14-48-41,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-48-51,40,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-49-01,40,0,0,0,31,33,0,0,0,47,0,0,0,52,43,0
14-49-11,40,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-49-21,40,0,0,0,31,0,0,0,0,45,0,0,0,52,42,0
14-49-31,40,0,0,0,31,0,0,0,0,43,0,0,0,52,43,0
14-49-41,41,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
14-49-51,40,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-50-01,40,0,0,0,0,0,0,0,0,47,0,0,0,51,42,0
14-50-11,40,0,0,0,31,32,0,0,0,45,0,0,0,52,42,0
14-50-21,40,0,0,0,31,0,0,0,0,45,0,0,0,52,43,0
14-50-31,42,0,0,38,31,0,0,0,0,47,0,0,0,52,42,0
14-50-41,39,0,0,34,31,0,0,0,0,46,0,0,0,52,43,0
14-50-51,40,0,0,37,31,0,0,0,0,47,0,0,0,53,44,0
14-51-01,41,0,0,0,0,0,0,0,0,47,0,0,0,52,44,0
14-51-11,40,0,0,39,31,0,0,0,0,46,0,0,0,53,42,0
14-51-21,40,0,0,0,0,0,0,0,0,45,0,0,0,51,43,0
14-51-31,41,0,0,0,0,0,0,0,0,45,0,0,0,49,42,0
14-51-41,40,0,0,0,0,0,0,0,0,45,0,0,0,49,42,0
14-51-51,42,0,0,35,31,33,0,0,0,45,0,0,0,51,44,0
14-52-01,41,0,0,0,0,43,0,0,0,48,0,0,0,52,44,0
14-52-11,41,0,0,38,0,43,0,0,0,47,0,0,0,52,44,0
14-52-21,41,0,0,35,0,40,0,0,0,45,0,0,0,49,0,0
14-52-31,39,0,0,33,31,34,0,0,0,46,0,0,0,55,45,0
14-52-41,41,0,0,35,0,43,0,0,0,47,0,0,0,52,44,0
14-52-51,40,0,0,0,31,46,0,0,0,47,0,0,0,54,42,0
14-53-01,42,0,34,40,31,49,0,0,0,47,0,0,0,52,44,0
14-53-11,41,0,37,41,31,48,0,0,0,47,0,0,0,53,45,0
14-53-21,40,0,45,0,31,37,0,0,0,45,0,0,0,52,44,0
14-53-31,39,0,47,0,31,46,0,0,0,44,0,0,0,53,44,0
14-53-41,41,0,48,0,0,35,0,0,0,46,0,0,0,52,42,0
14-53-51,40,0,40,0,0,0,0,0,0,46,0,0,0,49,40,0
14-54-01,40,0,0,0,31,35,0,0,0,46,0,0,0,51,38,0
14-54-11,38,0,34,31,31,45,0,0,0,47,0,0,0,44,44,0
14-54-21,0,0,50,32,31,50,0,0,0,49,0,0,0,45,45,0
14-54-31,39,0,59,31,31,0,0,0,0,44,0,0,0,51,44,0
14-54-41,35,0,61,0,31,46,0,0,0,46,0,0,0,52,0,0
14-54-51,36,0,62,0,31,0,0,0,0,47,0,0,0,51,43,0
14-55-01,35,0,61,0,0,46,0,0,0,49,0,0,0,41,44,0
14-55-11,36,0,61,42,31,47,0,0,0,47,0,0,0,52,36,0
14-55-21,36,0,59,33,31,48,0,0,0,44,0,0,0,38,45,0
14-55-31,36,0,61,53,31,50,0,0,0,46,0,0,0,40,40,0
14-55-41,36,0,62,53,31,46,0,0,0,0,0,0,0,0,42,0
14-55-51,37,0,62,52,31,47,0,0,0,50,0,0,0,42,42,0
14-56-01,42,0,58,53,0,49,0,0,0,47,0,0,0,53,45,0
14-56-11,0,0,57,46,0,42,0,0,0,45,0,0,0,48,44,0
14-56-21,0,0,56,54,0,45,0,0,0,46,0,0,0,53,0,38
14-56-31,0,0,56,52,0,48,0,0,0,46,0,0,0,54,40,0
14-56-41,43,0,57,53,0,47,0,0,0,0,0,0,0,50,41,38
14-56-51,43,0,56,0,0,47,0,0,0,48,0,0,0,53,40,0
14-57-01,0,0,57,52,0,0,0,0,0,48,0,0,0,54,41,38
14-57-11,0,0,58,51,0,47,0,0,0,49,0,0,0,53,41,38
14-57-21,0,0,56,53,31,35,0,0,0,49,0,0,0,55,40,39
14-57-31,42,0,58,52,0,33,0,0,0,48,0,0,0,54,0,38
14-57-41,44,0,55,53,0,46,0,0,0,47,0,0,0,55,0,38
14-57-51,44,0,54,52,0,51,0,0,0,48,0,0,0,50,46,38
14-58-01,41,0,0,53,32,0,0,0,0,43,0,0,0,53,0,39
14-58-11,42,0,54,49,0,40,0,0,0,45,0,0,0,50,37,38
14-58-21,42,0,54,53,0,42,0,0,0,50,0,0,0,0,0,36
14-58-31,39,0,53,54,31,48,0,0,0,50,0,0,0,54,41,0
14-58-41,40,0,47,52,31,48,0,0,0,52,0,0,0,52,0,39
14-58-51,39,0,48,54,31,46,0,0,0,48,0,0,0,52,0,0
14-59-01,0,0,48,55,0,47,0,0,0,50,0,0,0,50,46,39
14-59-11,0,0,53,51,0,49,0,0,0,0,0,0,0,38,0,39
14-59-21,46,0,51,54,0,45,0,0,0,0,0,0,0,44,0,0
14-59-31,0,0,52,54,31,42,0,0,0,45,0,0,0,54,0,38
14-59-41,42,0,51,54,0,43,0,0,0,46,0,0,0,54,41,0
14-59-51,42,0,54,53,0,0,0,0,0,47,0,0,0,51,40,39
15-00-01,41,0,54,51,0,42,0,0,0,51,0,0,0,52,37,41
15-00-11,41,0,51,53,0,0,0,0,0,45,0,0,0,54,42,39
15-00-21,40,0,50,53,0,40,0,0,0,48,0,0,0,52,0,38
15-00-31,0,0,51,50,0,45,0,31,0,0,0,0,0,53,0,0
15-00-41,41,0,53,52,0,0,0,0,0,0,0,0,0,54,0,0
15-00-51,41,0,55,53,0,43,0,0,0,47,0,0,0,53,0,37
15-01-01,0,0,53,52,0,0,0,0,0,47,0,0,0,54,0,0
15-01-11,42,0,54,53,31,44,0,0,0,49,0,0,0,49,38,0
15-01-21,43,0,55,55,0,32,0,0,0,49,0,0,0,50,32,44
15-01-31,34,0,54,55,0,43,0,0,0,46,0,0,0,47,38,44
15-01-41,0,0,54,53,31,44,0,0,0,47,0,0,0,51,34,40
15-01-51,35,0,56,54,31,0,0,0,0,47,0,0,0,52,36,41
15-02-01,0,0,56,53,0,0,0,0,0,47,0,0,0,52,35,42
15-02-11,38,0,56,53,0,42,0,0,0,48,0,0,0,52,31,42
15-02-21,35,0,57,53,31,40,0,0,0,46,0,0,0,53,0,41
15-02-31,35,0,55,53,0,43,0,0,0,49,0,0,0,52,0,42
15-02-41,33,0,56,53,0,43,0,0,0,48,0,0,0,52,0,42
15-02-51,35,0,56,55,31,43,0,0,0,48,0,0,0,52,35,0
15-03-01,36,0,53,54,0,44,0,0,0,43,0,0,0,51,0,42
15-03-11,0,0,57,0,0,0,0,0,0,45,0,0,0,51,0,41
15-03-21,35,0,56,54,31,0,38,0,36,49,0,0,0,52,38,42
15-03-31,35,0,55,53,0,38,32,0,41,47,0,0,0,52,32,41
15-03-41,0,0,58,53,0,41,53,0,0,44,0,0,0,51,0,41
15-03-51,37,0,55,52,0,0,50,0,43,36,0,0,0,0,0,0
15-04-01,35,0,58,51,32,0,49,0,0,0,0,0,0,51,31,0
15-04-11,36,0,56,53,0,37,52,0,41,48,0,0,0,52,0,42
15-04-21,37,0,55,54,0,41,48,0,0,50,0,0,0,52,31,41
15-04-31,0,0,54,52,0,41,49,31,0,49,0,0,0,47,0,42
15-04-41,38,0,54,52,0,44,50,0,42,0,0,0,0,52,0,42
15-04-51,37,0,54,49,0,0,51,0,42,0,0,0,0,52,0,41
15-05-01,0,0,56,52,0,0,51,31,41,45,0,0,0,53,0,38
15-05-11,35,0,55,53,0,0,49,0,0,42,0,0,0,0,0,40
15-05-21,37,0,56,53,31,0,49,0,0,46,0,0,0,52,0,42
15-05-31,35,0,55,51,0,0,49,0,40,42,0,0,0,52,0,41
15-05-41,33,0,56,51,31,0,49,0,0,0,0,0,0,52,0,41
15-05-51,37,0,57,54,31,31,49,31,40,45,0,0,0,0,0,0
15-06-01,0,0,52,52,0,33,49,0,39,0,0,0,0,52,0,40
15-06-11,36,0,55,54,0,0,0,0,0,44,0,0,0,52,33,39
15-06-21,0,0,56,54,0,34,49,0,0,43,0,0,0,51,0,42
15-06-31,36,0,57,53,0,0,48,0,38,44,0,0,0,51,0,41
15-06-41,35,0,56,59,0,38,48,0,0,45,0,0,0,52,0,0
15-06-51,35,0,57,52,0,40,49,0,0,0,0,0,0,51,0,0
15-07-01,0,0,56,52,0,35,48,0,42,43,0,0,0,54,0,0
15-07-11,37,0,53,54,0,0,51,0,0,42,0,0,0,54,0,42
15-07-21,38,0,56,54,0,0,50,0,42,0,0,0,0,49,0,40
15-07-31,37,0,52,52,31,44,50,0,42,0,0,0,0,50,0,0
15-07-41,35,0,56,53,0,0,50,0,42,43,0,0,0,50,31,0
15-07-51,37,0,56,52,0,0,50,0,42,42,0,0,0,44,0,42
15-08-01,36,0,55,51,0,0,51,0,42,44,0,0,0,50,0,42
15-08-11,38,0,54,0,31,0,0,0,42,42,0,0,0,50,0,0
15-08-21,35,0,52,49,31,36,51,0,0,43,0,0,0,49,31,43
15-08-31,35,0,53,42,0,40,51,0,0,0,0,0,0,49,33,42
15-08-41,37,0,55,54,0,41,52,0,41,42,0,0,0,47,0,0
15-08-51,0,0,57,54,0,0,51,0,43,0,0,0,0,0,33,0
15-09-01,0,0,53,53,0,0,47,0,40,43,0,0,0,50,0,43
15-09-11,35,0,54,51,0,0,49,0,42,0,0,0,0,50,0,0
15-09-21,38,0,54,52,0,0,52,0,40,42,0,0,0,49,0,41
15-09-31,35,0,54,52,0,45,0,0,38,43,0,0,0,50,0,41
15-09-41,0,0,54,53,0,0,51,0,40,44,0,0,0,51,0,42
15-09-51,0,0,55,53,0,37,49,0,0,42,0,0,0,50,31,0
15-10-01,0,0,57,53,0,45,51,0,0,43,0,0,0,48,0,41
15-10-11,38,0,56,0,32,38,50,0,0,0,0,0,0,51,32,42
15-10-21,0,0,56,53,31,41,52,0,42,45,0,0,0,50,0,42
15-10-31,36,0,55,52,31,35,50,0,42,0,0,0,0,49,34,41
15-10-41,37,0,52,53,0,0,50,0,42,43,0,0,0,50,32,41
15-10-51,0,0,55,52,0,36,51,0,0,42,0,0,0,51,0,41
15-11-01,38,0,55,53,0,0,51,0,42,42,0,0,0,47,0,41
15-11-11,37,0,54,49,0,40,50,0,39,40,0,0,0,50,31,41
15-11-21,35,0,55,53,0,35,50,0,0,41,0,0,0,49,32,42
15-11-31,36,0,55,53,0,0,49,0,42,0,0,0,0,50,31,41
15-11-41,36,0,54,53,0,0,50,0,42,44,0,0,0,50,0,42
15-11-51,36,0,47,52,0,43,50,0,0,42,0,0,0,50,0,0
15-12-01,0,0,56,50,0,0,51,0,0,0,0,0,0,49,0,41
15-12-11,37,0,52,52,0,0,51,0,42,0,0,0,0,51,0,0
15-12-21,37,0,55,54,0,37,49,0,42,0,0,0,0,51,0,42
15-12-31,41,0,55,53,0,46,50,0,42,42,0,0,0,45,40,42
15-12-41,0,0,52,53,0,0,52,0,43,33,0,0,0,47,0,40
