date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
15-03-01,0,48,0,57,0,57,46,56,0,0,0,0,0,44,62,0
15-04-01,0,48,0,0,0,0,57,56,0,0,0,0,0,37,0,0
15-05-01,0,47,0,59,0,58,60,57,46,0,0,0,0,0,62,0
15-06-01,0,0,43,59,0,55,57,58,0,0,0,0,0,39,62,0
15-07-01,0,44,0,63,0,56,58,57,43,0,0,0,0,0,58,0
15-08-01,0,43,0,60,0,0,58,59,42,0,0,0,0,40,63,0
15-09-01,0,0,40,59,0,0,57,57,0,0,0,0,0,39,61,0
15-10-01,0,44,36,59,0,0,57,57,0,0,0,33,0,0,60,0
15-11-01,0,39,0,59,0,48,57,56,0,0,0,0,0,41,59,0
15-12-01,0,43,39,52,0,57,57,55,0,0,0,0,0,39,61,0
15-13-01,0,0,39,59,0,56,57,58,43,0,0,0,0,40,0,0
15-14-01,0,44,0,0,0,56,57,58,43,0,0,0,0,0,61,0
15-15-01,0,0,41,58,0,56,57,58,0,0,0,0,0,44,60,0
15-16-01,0,0,41,58,0,57,58,57,0,0,0,0,0,0,58,0
15-17-01,0,40,39,58,0,56,57,58,43,0,0,0,0,0,61,0
15-18-01,0,44,42,59,0,57,58,58,0,0,0,0,0,0,62,0
15-19-01,0,44,0,58,0,57,0,57,43,0,0,0,0,43,62,0
15-20-01,0,43,42,0,0,54,0,58,0,0,0,0,0,46,60,0
15-21-01,0,42,0,58,0,55,57,0,0,0,0,0,0,44,61,0
15-22-01,0,0,0,59,0,57,58,58,0,0,0,0,0,0,63,0
15-23-01,0,0,42,57,0,56,57,57,0,0,0,0,0,0,62,0
15-24-01,0,0,0,58,0,57,58,56,0,0,0,0,0,44,60,0
15-25-01,0,40,0,57,0,57,57,54,45,0,0,0,0,46,62,0
15-26-01,0,39,0,58,0,57,58,58,0,0,0,0,0,46,63,0
15-27-01,0,44,0,58,0,0,59,56,0,0,0,0,0,46,61,0
15-28-01,0,0,0,59,0,56,0,58,0,0,0,0,0,0,61,0
15-29-01,0,0,0,59,0,56,55,59,42,0,0,0,0,45,63,0
15-30-01,0,0,39,59,0,57,60,55,43,0,0,0,0,45,61,0
15-31-01,0,43,0,57,0,55,58,56,45,0,0,0,0,45,63,0
15-32-01,0,43,39,56,0,57,59,53,0,0,0,0,0,44,62,0
15-33-01,0,43,0,57,0,57,57,59,0,0,0,0,0,48,62,0
15-34-01,0,41,40,57,0,55,0,0,44,0,0,0,0,0,59,0
15-35-01,0,0,0,57,0,55,0,52,41,0,0,0,0,53,60,0
15-36-01,0,42,38,0,0,0,59,0,0,0,0,0,0,50,62,0
15-37-01,0,41,39,59,0,53,59,58,0,0,0,0,0,0,62,0
15-38-01,0,0,36,58,0,55,58,55,44,0,0,0,0,50,62,0
15-39-01,0,42,0,58,0,0,59,58,0,0,0,0,0,50,62,0
15-40-01,0,0,0,59,0,55,60,58,0,0,0,0,0,50,60,0
15-41-01,0,42,0,59,0,50,58,57,0,0,0,0,0,0,61,0
15-42-01,0,43,35,58,0,58,56,58,43,0,0,0,0,0,61,0
15-43-01,0,0,44,57,0,57,57,59,42,0,0,0,0,46,61,0
15-44-01,0,43,0,59,0,56,57,57,45,0,0,0,0,44,63,0
15-45-01,0,43,0,0,0,56,57,58,43,0,0,0,0,44,61,0
15-46-01,0,0,0,58,0,56,57,58,43,0,0,0,0,45,62,0
15-47-01,0,43,0,59,0,56,0,57,43,0,0,0,0,45,59,0
15-48-01,0,44,0,59,0,54,58,59,43,0,0,0,0,44,61,0
15-49-01,0,0,0,58,0,57,58,58,0,0,0,0,0,46,61,0
15-50-01,0,45,0,58,0,56,57,58,46,0,0,0,0,0,62,0
15-51-01,0,0,41,56,0,55,57,58,0,0,0,0,0,43,60,0
15-52-01,0,44,0,56,0,55,58,58,0,0,0,0,0,43,62,0
15-53-01,0,0,0,0,0,56,57,59,0,0,0,0,0,42,61,0
15-54-01,0,0,0,57,0,0,0,58,45,0,0,0,0,44,60,0
15-55-01,0,43,41,58,0,56,58,59,42,0,0,0,0,43,62,0
15-56-01,0,0,41,54,0,55,61,59,0,0,0,0,0,0,61,0
15-57-01,0,43,34,57,0,54,57,58,0,0,0,0,0,0,62,0
15-58-01,0,44,34,59,0,50,57,0,46,0,0,0,0,0,59,0
15-59-01,0,0,0,59,0,57,58,57,0,0,0,0,0,0,60,0
