date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-27-41,0,45,58,56,0,52,0,0,0,48,0,0,0,61,0,0
15-27-51,0,0,57,57,0,52,0,0,0,48,0,0,0,60,0,0
15-28-01,0,46,56,57,0,53,50,0,0,48,0,0,0,61,0,0
15-28-11,0,45,57,56,0,50,51,0,0,48,0,0,0,60,0,0
15-28-21,0,45,57,57,0,52,48,0,0,45,0,0,0,61,38,0
15-28-31,0,46,57,55,0,52,51,0,0,0,0,0,0,60,0,0
15-28-41,0,46,57,57,0,52,49,0,0,0,0,0,0,60,38,0
15-28-51,0,45,57,56,0,51,49,0,0,48,0,0,0,61,0,0
15-29-01,0,45,57,57,0,50,51,0,0,48,0,0,0,62,0,0
15-29-11,0,47,57,57,0,52,51,0,0,48,0,0,0,61,0,0
15-29-21,0,44,57,57,0,52,48,0,0,47,0,0,0,61,0,0
15-29-31,0,47,57,0,0,52,52,0,0,48,0,0,0,59,0,0
15-29-41,0,45,57,57,0,52,51,0,0,48,0,0,0,61,0,0
15-29-51,0,46,58,55,0,52,51,0,0,49,0,0,0,61,38,0
15-30-01,0,45,55,57,0,48,51,0,0,0,0,0,0,61,38,0
15-30-11,0,45,57,56,0,0,51,0,0,0,0,0,0,61,0,0
15-30-21,0,45,57,57,0,52,51,0,0,48,0,0,0,60,38,0
15-30-31,0,45,57,57,0,51,0,0,0,48,0,0,0,62,38,0
15-30-41,0,43,56,57,0,0,51,0,0,48,0,0,0,60,0,0
15-30-51,0,45,50,57,0,52,51,0,0,48,0,0,0,61,38,0
15-31-01,0,46,56,57,0,0,51,0,0,0,0,0,0,60,0,0
15-31-11,0,46,56,57,0,0,51,0,0,49,0,0,0,62,38,0
15-31-21,0,46,57,57,0,0,50,0,0,0,0,0,0,59,0,0
15-31-31,0,45,57,58,0,53,51,0,0,0,0,0,0,61,0,0
15-31-41,0,45,58,58,0,51,0,0,0,48,0,0,0,59,0,0
15-31-51,0,46,57,55,0,52,51,0,0,48,0,0,0,59,39,0
15-32-01,0,46,57,57,0,51,0,0,0,48,0,0,0,61,0,0
15-32-11,0,45,57,57,0,52,50,0,0,0,0,0,0,61,38,0
15-32-21,0,0,56,57,0,52,54,0,0,48,0,0,0,60,0,0
15-32-31,0,45,0,58,0,50,49,0,0,47,0,0,0,62,0,0
15-32-41,0,0,57,55,0,51,52,0,0,48,0,0,0,60,0,0
15-32-51,0,45,56,58,0,51,51,0,0,0,0,0,0,61,0,0
15-33-01,0,46,55,56,0,51,0,0,0,49,0,0,0,60,39,0
15-33-11,0,46,57,57,0,51,47,0,0,49,0,0,0,61,0,0
15-33-21,0,0,56,57,0,49,50,0,0,47,0,0,0,61,38,0
15-33-31,0,46,56,58,0,51,51,0,0,0,0,0,0,61,38,0
15-33-41,0,0,56,57,0,51,0,0,0,47,0,0,0,61,0,0
15-33-51,0,45,57,57,0,52,50,0,0,47,0,0,0,61,0,0
15-34-01,0,43,57,57,0,50,50,0,0,48,0,0,0,60,38,0
15-34-11,0,0,56,55,0,53,51,0,0,48,0,0,0,60,39,0
15-34-21,0,45,56,56,0,51,50,0,0,0,0,0,0,60,0,0
15-34-31,0,46,56,55,0,0,50,0,0,48,0,0,0,60,0,0
15-34-41,0,46,0,57,0,52,46,0,0,47,0,0,0,60,40,0
15-34-51,0,46,56,54,0,0,50,0,0,0,0,0,0,59,0,0
15-35-01,0,46,57,57,0,52,50,0,0,48,0,0,0,59,0,0
15-35-11,0,42,57,57,0,52,50,0,0,0,0,0,0,60,0,0
15-35-21,0,43,57,57,0,52,0,0,0,48,0,0,0,60,38,0
15-35-31,0,46,0,55,0,55,47,0,0,48,0,0,0,62,0,0
15-35-41,0,43,56,57,0,51,50,0,0,47,0,0,0,59,0,0
15-35-51,0,46,56,58,0,51,50,0,0,45,0,0,0,59,39,0
15-36-01,0,46,58,56,0,51,50,0,0,48,0,0,0,60,38,0
15-36-11,0,44,0,57,0,48,50,0,0,47,0,0,0,61,38,0
15-36-21,0,45,56,57,0,52,50,0,0,50,0,0,0,60,39,0
15-36-31,0,45,58,58,0,52,50,0,0,0,0,0,0,61,39,0
15-36-41,0,46,56,57,0,50,50,0,0,0,0,0,0,60,38,0
15-36-51,0,46,57,57,0,0,45,0,0,48,0,0,0,62,39,0
15-37-01,0,46,56,57,0,0,50,0,0,48,0,0,0,60,0,0
15-37-11,0,46,57,57,0,50,0,0,0,47,0,0,0,61,38,0
15-37-21,0,43,57,57,0,51,48,0,0,47,0,0,0,60,0,0
15-37-31,0,45,57,55,0,52,50,0,0,0,0,0,0,60,0,0
15-37-41,0,46,57,56,0,52,50,0,0,48,0,0,0,61,0,0
15-37-51,0,46,57,56,0,51,50,0,0,48,0,0,0,61,38,0
15-38-01,0,44,57,58,0,0,50,0,0,49,0,0,0,61,0,0
15-38-11,0,44,53,57,0,0,50,0,0,0,0,0,0,59,38,0
15-38-21,0,43,56,58,0,45,48,0,0,49,0,0,0,60,39,0
15-38-31,0,45,57,57,0,50,50,0,0,48,0,0,0,60,0,0
15-38-41,0,45,56,57,0,0,0,0,0,48,0,0,0,62,40,0
15-38-51,0,45,57,57,0,50,50,0,0,50,0,0,0,60,38,0
15-39-01,0,44,57,57,0,51,50,0,0,47,0,0,0,62,41,0
15-39-11,0,46,55,57,0,0,0,0,0,47,0,0,0,62,0,0
15-39-21,0,46,57,57,0,52,50,0,0,0,0,0,0,61,39,0
15-39-31,0,46,57,57,0,51,50,0,0,48,0,0,0,61,39,0
15-39-41,0,43,57,57,0,51,52,0,0,47,0,0,0,61,0,0
15-39-51,0,44,55,56,0,51,49,0,0,0,0,0,0,61,38,0
15-40-01,0,46,57,57,0,51,50,0,0,48,0,0,0,61,0,0
15-40-11,0,47,56,51,0,50,50,0,0,0,0,0,0,61,38,0
15-40-21,0,46,56,57,0,51,50,0,0,49,0,0,0,61,0,0
15-40-31,0,46,56,57,0,50,50,0,0,43,0,0,0,61,39,0
15-40-41,0,46,58,56,0,51,48,0,0,50,0,0,0,60,0,0
15-40-51,0,45,57,56,0,0,50,0,0,47,0,0,0,59,0,0
15-41-01,0,46,55,57,0,50,50,0,0,46,0,0,0,61,0,0
15-41-11,0,44,58,56,0,51,50,0,0,45,0,0,0,62,0,0
15-41-21,0,43,56,56,0,50,52,0,0,47,0,0,0,61,0,0
15-41-31,0,0,58,57,0,50,52,0,0,46,0,0,0,61,0,0
15-41-41,0,42,56,57,0,50,52,0,0,46,0,0,0,61,0,0
15-41-51,0,41,57,57,0,49,52,0,0,48,0,0,0,61,0,0
15-42-01,0,42,57,56,0,50,51,0,0,46,0,0,0,61,0,0
15-42-11,0,42,56,57,0,50,50,0,0,0,0,0,0,61,38,0
15-42-21,0,44,56,55,0,0,51,0,0,0,0,0,0,60,0,0
15-42-31,0,43,57,56,0,50,51,0,0,48,0,0,0,61,0,0
15-42-41,0,45,57,57,0,51,48,0,0,46,0,0,0,61,0,0
15-42-51,0,44,55,57,0,0,50,0,0,49,0,0,0,60,38,0
15-43-01,0,45,57,56,0,50,51,0,0,48,0,0,0,61,0,0
15-43-11,0,42,58,57,0,49,51,0,0,0,0,0,0,61,0,0
15-43-21,0,40,55,57,0,50,52,0,0,0,0,0,0,61,38,0
15-43-31,0,42,57,57,0,51,51,0,0,49,0,0,0,58,0,0
15-43-41,0,40,55,0,0,50,50,0,0,0,0,0,0,61,0,0
15-43-51,0,45,57,0,0,51,48,0,0,47,0,0,0,60,0,0
15-44-01,0,46,57,57,0,50,52,0,0,48,0,0,0,61,0,0
15-44-11,0,46,57,58,0,50,52,0,0,48,0,0,0,62,0,0
15-44-21,0,46,0,56,0,50,52,0,0,47,0,0,0,62,0,0
15-44-31,0,44,57,57,0,50,50,0,0,0,0,0,0,61,0,0
15-44-41,0,43,57,57,0,0,52,0,0,0,0,0,0,61,0,0
15-44-51,0,46,56,58,0,50,50,0,0,46,0,0,0,61,0,0
15-45-01,0,0,57,56,0,47,0,0,0,48,0,0,0,60,0,0
15-45-11,0,46,57,57,0,49,51,0,0,48,0,0,0,60,0,0
15-45-21,0,45,57,57,0,0,52,0,0,44,0,0,0,62,0,0
15-45-31,0,44,56,57,0,48,52,0,0,47,0,0,0,60,0,0
15-45-41,0,44,57,56,0,50,52,0,0,48,0,0,0,61,0,0
15-45-51,0,46,58,56,0,50,52,0,0,46,0,0,0,60,0,0
15-46-01,0,46,56,55,0,50,52,0,0,46,0,0,0,60,38,0
15-46-11,0,45,56,56,0,50,52,0,0,47,0,0,0,61,0,0
15-46-21,0,42,56,56,0,49,48,0,0,47,0,0,0,60,0,0
15-46-31,0,45,57,57,0,51,51,0,0,0,0,0,0,61,0,0
15-46-41,0,43,55,56,0,50,51,0,0,48,0,0,0,60,38,0
15-46-51,0,44,57,56,0,0,51,0,0,48,0,0,0,61,38,0
15-47-01,0,42,57,57,0,51,50,0,0,49,0,0,0,60,0,0
15-47-11,0,45,56,56,0,51,54,0,0,0,0,0,0,62,0,0
15-47-21,0,0,57,57,0,50,51,0,0,0,0,0,0,62,0,0
15-47-31,0,41,57,57,0,50,0,0,0,48,0,0,0,61,0,0
15-47-41,0,45,53,0,0,50,51,0,0,47,0,0,0,63,0,0
15-47-51,0,44,57,56,0,52,52,0,0,46,0,0,0,62,0,0
15-48-01,0,0,57,56,0,0,52,0,0,46,0,0,0,61,0,0
15-48-11,0,43,57,56,0,50,52,0,0,48,0,0,0,61,0,0
15-48-21,0,45,57,57,0,50,50,0,0,47,0,0,0,61,0,0
15-48-31,0,45,56,56,0,50,51,0,0,48,0,0,0,61,0,0
15-48-41,0,46,58,56,0,50,52,0,0,46,0,0,0,62,0,0
15-48-51,0,45,57,56,0,52,53,0,0,46,0,0,0,61,0,0
15-49-01,0,43,57,57,0,0,52,0,0,47,0,0,0,61,0,0
15-49-11,0,43,57,0,0,50,50,0,0,46,0,0,0,60,0,0
15-49-21,0,45,56,57,0,0,52,0,0,50,0,0,0,61,0,0
15-49-31,0,42,56,56,0,49,46,0,0,47,0,0,0,61,0,0
15-49-41,0,46,55,57,0,0,52,0,0,0,0,0,0,61,0,0
15-49-51,0,46,57,55,0,50,52,0,0,46,0,0,0,60,0,0
15-50-01,0,45,57,57,0,0,52,0,0,46,0,0,0,61,0,0
15-50-11,0,45,59,57,0,51,48,0,0,0,0,0,0,61,0,0
15-50-21,0,46,56,57,0,0,52,0,0,43,0,0,0,62,0,0
15-50-31,0,45,57,59,0,47,51,0,0,50,0,0,0,61,0,0
15-50-41,0,46,56,0,0,52,48,0,0,47,0,0,0,61,0,0
15-50-51,0,45,57,56,0,49,52,0,0,48,0,0,0,61,0,0
15-51-01,0,45,57,58,0,0,51,0,0,0,0,0,0,61,38,0
15-51-11,0,45,56,57,0,51,0,0,0,0,0,0,0,61,0,0
15-51-21,0,46,56,57,0,50,52,0,0,47,0,0,0,61,0,0
15-51-31,0,41,57,0,0,51,50,0,0,47,0,0,0,61,0,0
15-51-41,0,46,56,57,0,51,52,0,0,48,0,0,0,61,0,0
15-51-51,0,45,55,57,0,50,52,0,0,47,0,0,0,61,0,0
15-52-01,0,45,58,57,0,50,50,0,0,48,0,0,0,60,0,0
15-52-11,0,44,56,56,0,52,52,0,0,46,0,0,0,61,0,0
15-52-21,0,0,55,57,0,50,46,0,0,48,0,0,0,61,0,0
15-52-31,0,44,57,57,0,0,48,0,0,0,0,0,0,60,0,0
15-52-41,0,44,57,57,0,51,52,0,0,47,0,0,0,62,0,0
15-52-51,0,44,57,57,0,0,52,0,0,0,0,0,0,60,0,0
15-53-01,0,47,55,57,0,49,52,0,0,45,0,0,0,61,38,0
15-53-11,0,46,57,55,0,50,52,0,0,47,0,0,0,61,0,0
15-53-21,0,45,57,54,0,50,52,0,0,47,0,0,0,61,0,0
15-53-31,0,44,58,57,0,50,52,0,0,0,0,0,0,61,38,0
15-53-41,0,0,57,57,0,50,52,0,0,0,0,0,0,60,0,0
15-53-51,0,45,57,56,0,50,52,0,0,47,0,0,0,60,38,0
15-54-01,0,46,57,57,0,49,52,0,0,46,0,0,0,61,0,0
15-54-11,0,47,57,57,0,50,51,0,0,48,0,0,0,61,0,0
15-54-21,0,46,57,57,0,50,0,0,0,47,0,0,0,63,0,0
15-54-31,0,45,57,57,0,50,52,0,0,48,0,0,0,61,0,0
15-54-41,0,46,57,56,0,50,52,0,0,0,0,0,0,60,0,0
15-54-51,0,45,57,57,0,51,50,0,0,45,0,0,0,62,0,0
15-55-01,0,46,57,57,0,0,50,0,0,0,0,0,0,61,0,0
15-55-11,0,46,57,56,0,51,52,0,0,48,0,0,0,61,0,0
15-55-21,0,45,57,56,0,51,0,0,0,0,0,0,0,61,38,0
15-55-31,0,45,57,58,0,50,48,0,0,0,0,0,0,61,38,0
15-55-41,0,45,57,57,0,50,52,0,0,47,0,0,0,60,0,0
15-55-51,0,45,57,57,0,52,50,0,0,0,0,0,0,62,0,0
15-56-01,0,46,57,57,0,50,52,0,0,0,0,0,0,61,38,0
15-56-11,0,45,57,57,0,50,52,0,0,0,0,0,0,62,0,0
15-56-21,0,46,57,57,0,50,51,0,0,47,0,0,0,61,0,0
15-56-31,0,46,57,57,0,0,51,0,0,46,0,0,0,61,0,0
15-56-41,0,44,57,57,0,0,50,0,0,48,0,0,0,61,0,0
15-56-51,0,46,57,56,0,50,51,0,0,46,0,0,0,60,38,0
15-57-01,0,45,58,58,0,50,52,0,0,48,0,0,0,61,38,0
15-57-11,0,43,57,57,0,50,51,0,0,47,0,0,0,59,0,0
15-57-21,0,46,54,56,0,0,52,0,0,48,0,0,0,61,0,0
15-57-31,0,45,55,57,0,52,0,0,0,46,0,0,0,61,0,0
15-57-41,0,46,56,56,0,0,0,0,0,47,0,0,0,61,0,0
15-57-51,0,45,57,56,0,50,52,0,0,0,0,0,0,60,0,0
15-58-01,0,46,57,57,0,50,48,0,0,47,0,0,0,61,0,0
15-58-11,0,46,57,57,0,50,53,0,0,47,0,0,0,61,0,0
15-58-21,0,45,56,57,0,50,51,0,0,48,0,0,0,61,0,0
15-58-31,0,0,55,57,0,50,52,0,0,0,0,0,0,61,0,0
15-58-41,0,46,58,56,0,50,52,0,0,47,0,0,0,61,0,0
15-58-51,0,45,57,56,0,50,0,0,0,0,0,0,0,61,0,0
15-59-01,0,47,57,57,0,49,51,0,0,0,0,0,0,61,0,0
15-59-11,0,45,58,57,0,50,52,0,0,0,0,0,0,61,0,0
15-59-21,0,0,58,57,0,51,52,0,0,47,0,0,0,61,0,0
15-59-31,0,45,57,60,0,49,50,0,0,0,0,0,0,62,0,0
15-59-41,0,45,57,57,0,51,45,0,0,47,0,0,0,60,0,0
15-59-51,0,40,57,56,0,50,50,0,0,0,0,0,0,61,0,0
