date,Uriah,Veylan,Sofi,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
09-30-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-31-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
09-33-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
09-34-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
09-36-01,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
09-37-11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
09-38-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
09-39-01,0,32,0,0,0,33,0,0,0,33,0,0,0,0,36,0
09-40-01,0,0,0,0,0,32,0,0,0,32,0,0,0,0,49,0
09-41-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-42-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-43-01,0,0,0,0,0,0,40,0,0,0,0,0,0,0,32,0
09-44-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
09-45-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
09-46-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,32,0
09-47-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
09-48-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,35,0
09-49-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,34,0
09-50-11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
09-51-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
09-52-11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-53-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-54-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-55-01,0,0,0,0,0,0,37,0,0,0,0,0,0,0,43,0
09-56-01,0,0,32,0,0,0,32,0,0,0,0,0,0,0,32,0
09-57-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
09-58-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
09-59-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-01-21,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
10-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
10-04-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-05-01,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0
10-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-08-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-09-01,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-11-11,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0
10-12-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-13-31,0,0,32,0,0,0,32,0,0,0,0,0,32,0,0,0
10-14-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-15-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-16-11,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-17-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-18-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-19-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-20-11,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0
10-21-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-22-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-23-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-24-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-27-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-28-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-29-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-31-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-32-01,35,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-33-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-34-01,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10-35-11,0,0,55,0,0,0,0,0,0,32,0,0,0,0,0,0
10-36-01,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-37-01,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0
10-38-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-39-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-40-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-01,0,0,39,0,0,0,0,0,0,0,0,0,0,32,0,0
10-42-01,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-21,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-47-41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-48-31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-49-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-54-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-59-11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
11-01-21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
11-02-51,0,0,40,0,0,0,32,0,0,0,0,0,0,0,0,0
11-03-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-06-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-09-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-10-01,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0
11-11-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-15-01,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0
11-16-11,0,0,34,0,0,0,32,0,0,0,0,0,0,0,0,0
11-17-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-19-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-20-01,0,0,36,0,0,0,0,0,0,0,0,0,0,32,0,0
11-21-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-22-01,0,0,35,0,0,36,0,0,0,0,0,0,0,0,0,0
11-23-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-25-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-26-01,0,0,43,0,0,0,32,0,0,0,0,0,0,0,0,0
11-27-11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
11-28-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-11,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-30-01,0,0,42,0,0,32,0,0,0,0,0,0,0,0,0,0
11-31-01,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-32-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-33-01,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
11-34-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-36-31,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-39-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-44-11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-21,0,0,49,0,0,36,0,0,0,0,0,0,0,0,0,0
11-50-01,37,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0
11-52-01,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
11-53-01,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
11-54-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-01,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-01,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-01,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-02-11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12-03-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-06-11,0,0,46,0,0,0,33,0,0,0,0,0,0,0,0,0
12-07-01,0,0,32,0,0,0,39,0,0,0,0,0,0,0,0,0
12-08-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-01,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-01,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-16-01,0,0,46,0,0,0,0,0,0,32,0,0,0,0,0,0
12-17-01,0,0,48,0,0,0,0,0,0,32,0,0,0,0,0,0
12-18-01,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
12-19-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-20-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-21-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-22-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-23-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-24-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-25-01,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0
12-26-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-27-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-28-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-29-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
12-30-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-31-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-32-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-33-01,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-01,0,0,34,0,0,0,0,0,0,0,0,0,0,37,0,0
12-35-01,0,0,34,0,0,0,0,0,0,0,0,0,0,43,0,0
12-36-01,0,0,45,0,0,0,0,0,0,0,0,0,0,35,0,0
12-37-01,0,0,33,0,0,0,0,0,0,0,0,0,0,57,0,0
12-38-01,0,32,36,0,0,34,0,0,0,0,0,0,0,33,38,0
12-39-01,0,0,36,0,0,0,0,0,0,0,0,0,0,41,32,0
12-40-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-41-01,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-42-01,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
12-43-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,45,0
12-44-01,0,0,36,0,0,0,33,0,0,0,0,0,0,0,50,0
12-45-01,0,0,34,0,0,0,35,0,0,0,0,0,0,0,44,0
12-46-01,0,0,37,0,0,0,32,0,0,0,0,0,0,0,39,0
12-47-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
12-48-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,46,0
12-49-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,45,0
12-50-01,0,32,35,0,0,0,0,0,0,32,0,0,0,32,33,0
12-51-01,0,0,38,0,0,32,0,0,0,32,0,0,0,33,33,0
12-52-01,0,0,39,0,0,0,33,0,0,0,0,0,0,0,32,0
12-53-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,35,0
12-54-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,33,0
12-55-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,32,0
12-56-01,0,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0
12-57-01,0,0,45,0,0,0,0,0,0,0,0,0,0,0,32,0
12-58-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0
12-59-01,0,0,45,0,0,0,0,0,0,0,0,0,0,0,34,0
13-00-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0
13-01-01,0,0,48,0,0,0,0,0,0,0,0,0,0,0,33,0
13-02-01,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
13-04-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
13-05-01,0,0,38,0,0,0,0,0,0,0,0,0,0,34,0,0
13-06-01,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
13-07-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
13-08-01,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
13-09-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
13-11-01,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
13-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
13-13-11,0,32,0,0,0,43,0,0,0,0,0,0,0,0,0,0
13-14-21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-15-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-16-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
13-19-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-20-01,0,33,33,0,0,0,0,0,0,0,0,0,0,33,32,0
13-26-41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-27-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0
13-38-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-39-31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-42-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-44-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
13-45-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-46-01,0,0,32,0,0,0,33,0,0,32,0,0,0,0,0,0
13-47-01,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0
13-48-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
13-49-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
13-50-11,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-52-11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-53-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
13-54-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
13-55-21,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
13-56-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
13-57-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
13-58-01,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
13-59-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
14-00-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-01-01,0,0,33,0,0,0,0,0,0,32,0,0,0,0,33,0
14-02-01,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-04-01,0,0,34,0,0,0,33,0,0,0,0,0,0,0,32,0
14-05-01,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
14-06-01,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-07-01,0,0,44,0,0,0,32,0,0,0,0,0,0,0,0,0
14-08-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-09-01,0,0,50,0,0,0,32,0,0,0,0,0,0,0,0,0
14-10-01,0,0,40,0,0,0,32,0,0,0,0,0,0,0,0,0
14-11-01,0,0,43,0,0,0,34,0,0,0,0,0,0,0,0,0
14-12-01,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
14-13-01,0,0,36,0,0,0,37,0,0,0,0,0,0,0,0,0
14-14-01,0,0,36,0,0,0,33,0,0,0,0,0,0,0,0,0
14-15-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
14-16-01,0,0,46,0,0,0,0,0,33,0,0,0,0,0,0,0
14-17-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-18-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
14-19-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-20-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-21-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-22-01,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0
14-23-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-24-31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
14-25-01,0,0,34,0,0,0,32,0,0,0,0,0,0,0,0,0
14-26-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-27-41,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
14-34-41,0,0,36,0,0,0,32,0,0,0,0,0,0,0,0,0
14-35-01,0,0,44,0,0,0,0,0,0,32,0,0,0,0,0,0
14-36-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-37-21,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-38-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
14-39-21,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
14-40-01,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
14-41-01,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0
14-42-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
14-43-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
14-44-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-45-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,32,0
14-46-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-47-11,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0
14-48-01,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-49-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-50-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-51-01,0,0,0,0,0,0,0,0,0,38,0,0,0,36,32,0
14-52-01,0,0,0,0,0,0,0,0,0,50,0,0,0,35,50,0
14-53-01,0,38,0,0,0,37,0,0,0,32,0,0,0,37,32,0
14-54-01,0,32,40,0,0,0,0,0,0,32,0,0,0,39,36,0
14-55-01,0,37,37,0,0,32,0,0,0,38,0,0,0,46,42,0
14-56-01,0,52,48,0,0,51,0,0,0,55,0,0,0,59,54,0
14-57-01,0,0,41,0,0,51,0,0,0,55,0,0,0,59,54,32
14-58-01,37,53,0,0,32,0,0,0,0,54,0,0,0,57,54,0
14-59-01,0,55,54,0,0,52,0,0,0,56,0,0,0,57,52,32
15-00-01,0,53,0,0,0,54,0,0,0,51,0,0,0,58,54,0
15-01-01,0,53,53,0,0,53,0,41,0,56,0,0,0,58,40,0
15-02-01,0,51,53,0,32,0,0,0,0,55,0,0,0,58,42,0
15-03-01,36,0,53,0,0,54,32,42,0,56,0,0,0,60,36,36
15-04-01,0,50,0,0,0,0,54,0,0,59,0,0,0,58,41,37
15-05-01,0,51,0,0,0,54,56,0,0,59,0,0,0,58,0,0
15-06-01,0,56,51,0,0,55,59,38,50,55,0,0,0,0,49,0
15-07-01,0,0,51,0,0,54,60,0,53,56,0,0,0,57,0,36
15-08-01,0,52,53,0,32,53,59,38,52,58,0,0,0,57,0,35
15-09-01,0,0,53,0,0,54,57,0,52,58,0,0,0,58,0,38
15-10-01,0,0,52,0,0,54,59,0,52,58,0,0,0,0,47,37
15-11-01,0,0,0,0,0,54,59,38,51,57,0,0,0,56,47,36
15-12-01,0,52,53,0,0,53,62,37,0,56,0,0,0,59,0,36
15-13-01,0,0,52,0,0,53,59,38,51,57,0,0,0,59,0,36
15-14-01,0,52,53,0,0,53,59,37,53,55,0,0,0,58,46,0
15-15-01,0,0,53,0,0,55,60,40,0,58,0,0,0,59,47,0
15-16-01,0,55,52,0,32,54,60,39,0,59,0,0,0,55,46,0
15-17-01,0,52,53,0,0,53,60,39,52,58,0,0,0,58,48,34
15-18-01,0,52,52,0,32,52,60,0,52,0,0,0,0,60,46,36
15-19-01,0,52,52,0,32,53,60,38,52,57,0,0,0,59,0,0
15-20-01,0,52,53,0,0,52,60,38,0,57,0,0,0,59,46,36
15-21-01,0,52,0,0,32,54,62,0,46,58,0,0,0,58,47,37
15-22-01,0,0,0,0,0,54,59,39,0,59,0,0,0,58,47,0
15-23-01,0,53,53,0,0,55,59,0,0,58,0,0,0,58,0,38
15-24-01,0,0,53,0,32,55,59,32,55,58,0,0,0,60,0,37
15-25-01,0,0,52,0,32,0,61,0,45,58,0,0,0,59,46,0
15-26-01,0,0,52,0,0,55,60,40,50,56,0,0,0,59,48,0
15-27-01,0,53,0,0,0,55,59,40,52,57,0,0,0,60,48,0
15-28-01,0,53,52,0,32,54,56,0,52,58,0,0,0,61,49,37
15-29-01,0,0,53,0,32,0,57,0,52,0,0,0,0,60,48,37
15-30-01,0,53,49,0,32,53,59,0,51,0,0,0,0,59,0,0
15-31-01,0,53,0,0,0,55,59,40,52,57,0,0,0,58,0,36
15-32-01,0,49,52,0,0,54,56,0,0,58,0,0,0,59,0,36
15-33-01,0,52,0,0,0,53,60,0,51,55,0,0,0,59,41,39
15-34-01,0,53,53,0,0,52,60,0,52,0,0,0,0,0,47,0
15-35-01,0,0,51,0,0,55,62,0,0,58,0,0,0,60,0,0
15-36-01,0,53,54,0,32,55,60,40,51,57,0,0,0,60,45,38
15-37-01,0,53,52,0,0,53,60,0,52,58,0,0,0,57,0,37
15-38-01,0,53,51,0,0,0,60,40,52,57,0,0,0,60,40,0
15-39-01,0,49,0,0,32,54,59,0,52,57,0,0,0,57,0,37
15-40-01,0,54,47,0,0,55,59,0,52,51,0,0,0,59,0,0
15-41-01,0,48,52,0,0,54,0,0,0,59,0,0,0,59,44,0
15-42-01,0,50,52,0,32,51,59,0,0,58,0,0,0,57,0,37
15-43-01,0,51,49,0,0,53,59,0,52,58,0,0,0,54,44,0
