date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Silas,Beatrice,Willa
10-12-11,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
10-13-01,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10-14-11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
10-15-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-17-41,0,0,0,0,0,32,0,0,0,0,0,0,0,31,0,0
10-19-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-20-51,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-28-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-30-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-31-21,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-33-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
10-34-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-35-01,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-01,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-47-31,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
10-48-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-51-11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-53-31,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
10-55-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-56-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-58-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-59-11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-02-41,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-03-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-04-21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
11-05-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-11-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-12-11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-13-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
11-21-21,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-25-11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
11-28-31,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-31-51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-32-21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
11-35-41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-36-21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-37-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-45-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-46-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-47-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-48-01,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-51,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
11-52-01,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
11-53-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-54-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-56-21,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
12-02-01,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
12-06-21,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-07-11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
12-14-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
12-16-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
12-17-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
12-18-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12-19-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12-20-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
12-21-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12-22-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
12-23-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12-24-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-28-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-30-51,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
12-31-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
12-35-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
12-38-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
12-39-41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-40-11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-41-01,0,0,0,0,0,0,0,0,0,35,0,0,0,33,0,0
12-42-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
12-43-01,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
12-44-01,0,0,0,0,0,0,0,0,0,33,0,0,0,32,0,0
12-45-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-47-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-48-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12-50-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
12-51-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-52-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-59-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
13-00-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
13-05-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
13-07-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
13-09-51,0,0,36,40,0,32,0,0,35,0,0,0,0,0,0,0
13-10-21,0,0,35,0,0,33,0,0,0,0,0,0,0,0,0,0
13-12-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
13-13-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
14-32-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-55-51,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
14-56-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
14-57-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
14-58-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
14-59-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-00-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-01-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-02-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-03-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-04-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-05-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-06-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-07-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-08-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-09-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-10-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-11-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-12-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-13-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-14-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-15-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-16-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-17-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-18-01,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
15-19-01,0,0,0,0,0,0,0,0,0,0,58,42,0,0,0,0
15-20-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-21-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-22-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-23-01,0,0,0,0,0,0,0,0,0,0,59,42,0,0,0,0
15-24-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-25-01,0,0,0,0,0,0,0,0,0,0,59,40,0,0,0,0
15-26-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-27-01,0,0,0,0,0,0,0,0,0,0,59,40,0,0,0,0
15-28-01,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0
15-29-01,0,0,0,0,0,0,0,0,0,0,59,40,0,0,0,0
15-30-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-31-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-32-01,0,0,0,0,0,0,0,0,0,0,62,34,0,0,0,0
15-33-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-34-01,0,0,0,0,0,0,0,0,0,0,62,34,0,0,0,0
15-35-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-36-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-37-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-38-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-39-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-40-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-41-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-42-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-43-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-44-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-45-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-46-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-47-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-48-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-49-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-50-01,0,0,0,0,0,0,0,0,0,0,63,32,0,0,0,0
15-51-01,0,0,0,0,0,0,0,0,0,0,62,34,0,0,0,0
15-52-01,0,0,0,0,0,0,0,0,0,0,62,31,0,0,0,0
15-53-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-54-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-55-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-56-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-57-01,0,0,0,0,0,0,0,0,0,0,62,33,0,0,0,0
15-58-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
15-59-01,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0
