date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-23-01,0,49,52,60,0,54,0,0,47,59,0,0,0,0,62,0
15-24-01,0,0,52,61,0,55,0,0,47,59,0,0,0,53,61,0
15-25-01,0,47,53,62,0,56,0,0,48,58,0,0,0,53,59,0
15-26-01,0,51,52,62,0,53,0,0,48,59,0,0,0,56,0,0
15-27-01,0,0,53,60,0,53,0,45,47,0,0,0,0,53,61,0
15-28-01,0,49,53,60,0,54,0,0,41,58,0,0,0,55,61,0
15-29-01,0,0,53,60,0,52,0,0,0,57,0,0,0,55,61,0
15-30-01,0,46,50,61,0,54,0,35,0,55,0,0,0,51,61,0
15-31-01,0,47,0,63,0,53,0,0,48,0,0,0,0,55,60,0
15-32-01,0,45,51,60,0,53,0,45,47,0,0,0,0,54,62,0
15-33-01,0,0,49,61,0,56,0,0,0,59,0,0,0,54,54,0
15-34-01,0,51,47,61,0,58,0,47,47,63,0,0,0,55,53,0
15-35-01,0,0,49,62,0,58,0,43,0,60,0,0,0,56,56,0
15-36-01,0,45,50,61,0,58,0,47,41,59,0,0,0,0,56,0
15-37-01,0,49,49,62,0,58,0,47,46,60,0,0,0,0,57,0
15-38-01,0,46,49,60,0,0,0,47,47,60,0,0,0,55,57,0
15-39-01,0,49,0,61,0,57,0,47,41,59,0,0,0,55,58,0
15-40-01,0,0,39,60,0,58,0,0,0,60,0,0,0,55,57,0
15-41-01,0,50,0,61,0,42,0,0,0,58,0,0,0,56,57,0
15-42-01,0,0,52,61,0,49,0,44,0,58,0,0,0,57,60,0
15-43-01,0,0,54,61,0,47,0,44,46,57,0,0,0,57,61,0
15-44-01,0,49,0,59,0,0,0,40,0,58,0,0,0,56,59,0
15-45-01,0,49,0,61,0,49,0,45,45,58,0,0,0,57,61,0
15-46-01,0,49,51,61,0,49,0,44,47,59,0,0,0,55,61,0
15-47-01,0,0,52,61,0,48,0,45,48,58,0,0,0,57,59,0
15-48-01,0,0,0,61,0,0,0,0,45,58,0,0,0,57,62,0
15-49-01,0,49,53,61,0,0,0,0,0,59,0,0,0,55,62,0
15-50-01,0,0,0,61,0,0,0,36,48,57,0,0,0,54,61,0
15-51-01,0,0,0,62,0,47,0,44,47,63,0,0,0,57,60,0
15-52-01,0,49,51,62,0,47,0,45,45,55,0,0,0,55,0,0
15-53-01,0,50,45,59,0,48,0,45,48,57,0,0,0,57,60,0
15-54-01,0,49,53,61,0,0,0,0,47,60,0,0,0,57,61,0
15-55-01,0,49,53,62,0,0,0,45,49,0,0,0,0,57,60,0
15-56-01,0,0,53,61,0,48,0,45,47,57,0,0,0,57,61,0
15-57-01,0,0,53,61,0,48,0,45,0,58,0,0,0,56,59,0
15-58-01,49,49,53,60,0,53,0,0,45,58,0,0,0,56,60,0
15-59-01,0,49,47,59,0,47,0,0,0,58,0,0,0,57,61,0
16-45-91,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
16-52-03,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
16-65-93,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
