date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
13-17-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-18-21,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
13-19-01,31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-19-31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,32,0
13-20-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
13-20-31,0,30,0,0,0,0,31,0,0,0,0,0,0,36,0,0
13-22-21,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
13-22-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
13-23-01,0,0,0,0,0,0,0,0,0,36,0,0,0,0,34,0
13-23-11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-23-21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-23-41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-23-51,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-24-01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-24-11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
13-24-21,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-24-51,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
13-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-26-21,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
13-26-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-26-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-27-01,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
13-27-11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
13-28-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-29-21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-30-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-30-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-31-41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-31-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-32-31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-34-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
13-34-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,30,0
13-34-51,0,30,0,0,0,0,0,0,0,31,0,0,0,0,32,0
13-35-01,0,33,0,0,0,0,47,0,0,31,0,0,0,0,31,0
13-35-11,0,32,30,0,0,0,44,0,0,0,0,0,0,0,33,0
13-35-21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
13-35-31,0,33,0,0,0,0,35,0,0,0,0,0,0,0,30,0
13-35-41,0,32,33,0,0,0,31,0,0,0,0,0,0,0,0,0
13-35-51,0,0,31,0,0,0,38,0,0,0,0,0,0,0,0,0
13-36-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
13-36-41,0,0,0,0,0,0,0,0,0,33,0,0,0,32,0,0
13-38-11,0,0,0,36,0,0,33,0,0,0,0,0,0,30,0,0
13-39-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
13-39-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
13-39-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-40-31,30,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
13-40-41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0
13-40-51,0,0,0,0,0,0,0,0,33,0,0,36,0,0,0,0
13-41-01,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
13-41-11,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
13-41-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-41-51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-42-01,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
13-42-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
13-42-31,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-43-01,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-43-11,0,0,0,0,0,0,30,0,37,33,0,0,0,0,0,0
13-43-21,0,35,35,0,0,0,0,0,0,31,0,0,0,0,0,0
13-43-31,0,0,38,0,0,0,0,0,0,0,0,0,0,34,32,0
13-43-41,0,0,38,0,0,0,0,0,0,0,0,0,0,35,0,0
13-43-51,0,0,40,0,0,0,0,0,0,0,0,37,0,0,0,0
13-44-01,0,0,37,0,0,0,34,0,0,0,0,0,0,0,0,0
13-44-11,0,0,38,0,0,0,0,0,0,30,0,0,0,0,0,0
13-44-21,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
13-44-31,0,0,41,0,0,0,32,0,0,0,0,0,0,0,29,0
13-44-41,0,35,43,0,0,0,31,0,0,40,0,0,0,0,0,0
13-44-51,0,0,40,0,0,0,37,0,0,0,0,0,0,0,0,0
13-45-01,0,32,43,0,0,0,0,0,0,0,0,0,0,0,34,0
13-45-11,0,30,0,32,0,0,34,0,0,0,0,0,0,0,37,0
13-45-21,0,0,30,0,0,0,35,0,0,32,0,0,0,0,37,0
13-45-31,0,0,34,0,0,0,46,0,0,0,0,0,0,0,38,0
13-45-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,34,0
13-45-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-46-21,0,0,34,0,0,0,0,0,0,30,0,0,0,0,0,0
13-46-31,0,0,35,0,0,0,0,0,0,32,0,0,0,32,0,0
13-47-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
13-47-31,0,0,0,0,0,0,0,0,0,32,0,0,0,30,0,0
13-47-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-47-51,35,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-48-01,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
13-48-21,40,0,0,0,0,0,33,0,0,32,0,0,0,0,0,0
13-48-31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-49-01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-49-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-49-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-50-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-50-11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-50-31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-54-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-55-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
13-55-11,0,0,32,0,0,0,0,0,0,29,0,0,0,30,0,0
13-55-21,0,34,0,0,0,0,0,0,33,36,0,0,0,43,0,0
13-55-31,0,33,0,0,0,0,0,0,0,43,0,0,0,44,35,0
13-55-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33,0
13-56-11,0,0,31,0,0,0,0,0,0,0,0,0,0,33,29,0
13-56-21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
13-56-51,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
13-57-11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-57-21,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
13-57-31,0,0,0,0,0,0,29,0,0,31,0,0,0,0,0,0
13-57-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-58-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
13-58-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-58-41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
13-59-11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
13-59-21,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
13-59-51,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
14-00-01,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
14-00-41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-01-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-02-21,0,0,0,0,0,0,0,0,0,31,0,0,0,30,0,0
14-02-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-02-51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-03-01,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
14-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-03-21,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
14-03-31,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0
14-03-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-03-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
14-04-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-04-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-04-21,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
14-04-31,38,0,0,31,0,0,0,0,0,34,0,0,0,0,0,0
14-04-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-04-51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-05-01,0,0,0,0,0,0,34,0,0,32,0,0,0,0,0,0
14-05-11,33,0,0,31,0,0,32,0,0,31,0,0,0,0,31,0
14-05-21,0,0,41,31,0,0,0,0,0,39,0,0,0,0,34,0
14-05-31,0,0,37,38,0,0,36,0,0,0,0,0,0,0,0,0
14-05-41,0,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0
14-06-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-11,34,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-06-21,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-08-21,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0
14-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
14-09-21,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
14-09-31,31,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
14-09-51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-10-21,35,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-10-31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-11-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
14-11-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-11-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-11-31,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
14-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
14-12-51,0,0,0,0,0,0,29,0,0,31,0,0,0,0,32,0
14-13-01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
14-13-41,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
14-13-51,0,0,0,0,0,0,36,0,0,0,0,0,0,30,0,0
14-15-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-15-31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-15-41,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
14-16-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-16-11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-16-31,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
14-16-41,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
14-17-11,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
14-17-21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-17-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-17-51,32,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
14-18-01,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-18-11,0,0,0,0,0,0,30,0,0,0,0,0,0,32,0,0
14-18-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,30,0
14-19-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-19-11,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
14-19-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,30,0
14-19-51,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
14-20-21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-20-51,34,0,0,0,0,0,0,0,0,34,0,0,0,0,35,0
14-21-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,34,0
14-21-21,0,0,0,0,0,0,37,0,0,32,0,0,0,0,0,0
14-22-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-22-21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-23-01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-24-11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
14-24-31,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
14-24-51,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-25-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-25-21,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
14-25-41,0,0,31,0,0,0,0,0,0,0,0,33,0,0,0,0
14-26-41,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
14-27-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
14-27-11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-27-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-29-11,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
14-32-31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
14-35-11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-35-21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-35-51,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-36-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,30,0
14-36-11,0,33,0,0,0,0,0,0,0,30,0,0,0,0,36,0
14-36-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,0
14-36-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-37-11,0,0,0,0,0,0,0,0,0,29,0,0,0,0,31,0
14-37-21,0,0,0,31,0,0,0,0,0,33,0,0,0,33,33,0
14-37-41,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
14-37-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
14-38-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-39-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-39-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-39-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-39-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
14-39-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-39-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-40-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-40-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-40-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
14-41-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
14-41-31,0,0,0,0,0,0,35,0,0,0,0,0,0,0,29,0
14-41-41,0,36,0,0,0,0,0,0,0,0,0,0,0,0,35,0
14-41-51,0,33,0,0,0,0,30,0,0,0,0,0,0,0,34,0
14-42-01,0,35,0,0,0,0,0,0,0,30,0,0,0,34,0,0
14-42-11,0,34,0,0,0,0,34,0,0,0,0,0,0,32,0,0
14-42-21,0,0,0,0,0,0,37,0,0,0,0,0,0,32,36,0
14-42-41,0,0,0,0,0,0,0,0,0,34,0,0,0,0,32,0
14-42-51,0,0,0,0,0,0,44,0,33,32,0,0,0,0,0,0
14-43-11,43,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-43-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-43-31,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-44-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-44-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-44-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-44-51,0,0,0,0,0,0,32,0,30,0,0,0,0,0,30,0
14-45-01,0,0,0,33,0,0,35,0,0,0,0,0,0,0,31,0
14-45-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-46-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-46-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-46-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0
14-46-31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-46-41,38,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
14-47-01,0,31,0,0,0,0,0,0,0,34,0,0,0,0,0,0
14-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-49-01,0,32,0,0,0,0,0,0,0,32,0,0,0,30,34,0
14-49-11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
14-49-21,0,0,0,0,0,0,36,0,30,0,0,0,0,0,0,0
14-49-51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
14-50-11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,30,0
14-50-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-50-41,0,0,0,0,0,0,0,0,0,31,0,0,0,32,0,0
14-51-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0
14-51-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
14-51-41,42,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-51-51,0,31,0,0,0,0,0,0,0,37,0,0,0,33,37,0
14-52-01,0,43,0,0,0,0,0,0,0,41,0,0,0,38,31,0
14-52-11,0,44,0,0,0,0,0,0,0,35,0,0,0,42,0,0
14-52-21,0,39,0,36,0,0,0,0,0,33,0,0,0,33,0,0
14-52-31,0,31,0,36,0,0,0,0,0,41,0,0,0,36,0,0
14-52-41,0,42,0,35,0,0,0,0,0,0,0,0,0,54,39,0
14-52-51,0,44,0,34,0,0,0,0,0,0,0,0,0,47,34,0
14-53-01,0,49,38,35,0,0,0,0,0,31,0,0,0,52,38,0
14-53-11,0,0,0,33,0,0,0,0,0,34,0,0,0,48,41,0
14-53-21,0,35,55,0,0,0,0,0,0,41,0,0,0,47,40,0
14-53-31,0,39,46,48,0,0,0,0,0,35,0,0,0,45,37,0
14-53-41,0,32,53,0,0,0,0,0,0,35,0,0,0,48,37,0
14-53-51,0,34,0,0,0,0,0,0,0,39,0,0,0,32,37,0
14-54-01,0,34,39,33,0,0,0,0,0,38,0,0,0,44,52,0
14-54-11,0,45,0,45,0,0,0,0,0,56,0,0,0,52,49,0
14-54-21,0,45,40,38,0,0,0,0,0,56,0,0,0,0,49,30
14-54-31,0,45,52,48,0,0,0,0,0,55,0,0,0,54,51,0
14-54-41,0,46,0,49,0,0,0,0,0,57,0,0,0,51,48,0
14-54-51,0,45,52,54,0,0,0,0,0,56,0,0,0,47,0,0
14-55-01,0,0,51,35,0,0,0,0,0,56,0,0,0,49,50,0
14-55-11,0,0,52,51,0,0,0,0,0,57,0,0,0,55,47,0
14-55-21,0,46,48,46,0,0,0,0,0,57,0,0,0,54,50,0
14-55-31,0,45,52,56,0,0,0,0,0,55,0,0,0,54,53,0
14-55-41,0,44,53,50,0,0,0,0,0,56,0,0,0,53,51,0
14-55-51,0,50,51,51,0,0,0,0,0,55,0,0,0,53,51,0
14-56-01,0,43,54,50,0,0,0,0,0,58,0,0,0,53,51,0
14-56-11,0,45,51,50,0,0,0,0,0,57,0,0,0,54,52,0
14-56-21,0,45,0,50,0,0,0,0,0,56,0,0,0,55,51,0
14-56-31,0,45,43,50,0,0,0,0,0,57,0,0,0,54,51,0
14-56-41,0,44,54,52,0,0,0,0,0,54,0,0,0,52,52,0
14-56-51,0,41,52,51,0,0,0,0,0,56,0,0,0,54,51,0
14-57-01,0,46,53,51,0,0,0,0,0,54,0,0,0,51,52,0
14-57-11,0,45,54,50,0,0,0,0,0,54,0,0,0,55,52,0
14-57-21,0,43,55,51,0,0,0,0,0,55,0,0,0,52,50,0
14-57-31,0,45,0,0,0,0,0,0,0,54,0,0,0,49,51,0
14-57-41,0,0,53,51,0,0,0,0,0,55,0,0,0,55,53,0
14-57-51,0,50,55,52,0,0,0,0,0,55,0,0,0,48,50,0
14-58-01,0,48,55,52,0,0,0,0,0,55,0,0,0,52,0,0
14-58-11,0,37,55,52,0,0,0,0,0,55,0,0,0,58,51,0
14-58-21,0,42,48,52,0,0,0,0,0,56,0,0,0,0,53,0
14-58-31,0,45,55,51,0,0,0,0,0,57,0,0,0,55,53,0
14-58-41,0,48,56,50,0,0,0,0,0,55,0,0,0,54,52,0
14-58-51,0,0,56,51,0,0,0,0,0,53,0,0,0,56,52,0
14-59-01,0,0,56,51,0,0,0,0,0,55,0,0,0,55,51,0
14-59-11,0,46,0,50,0,0,0,0,0,54,0,0,0,55,51,0
14-59-21,0,42,55,53,0,0,0,0,0,55,0,0,0,54,0,0
14-59-31,0,39,45,53,0,0,0,0,0,54,0,0,0,55,51,0
14-59-41,0,40,53,52,0,0,0,0,0,55,0,0,0,56,51,0
14-59-51,0,42,55,52,0,0,0,0,0,55,0,0,0,55,50,0
15-00-01,0,40,0,53,0,0,0,0,0,56,0,0,0,54,50,0
15-00-11,0,45,55,54,0,0,0,0,0,53,0,0,0,52,50,0
15-00-21,0,44,55,52,0,0,0,0,0,56,0,0,0,54,50,0
15-00-31,0,0,57,51,0,0,0,38,0,54,0,0,0,55,51,0
15-00-41,0,0,47,51,0,0,0,0,0,0,0,0,0,53,49,0
15-00-51,0,40,55,51,0,0,0,0,0,54,0,0,0,49,50,0
15-01-01,0,43,53,52,0,0,0,0,0,56,0,0,0,0,45,0
15-01-11,0,43,55,52,0,0,0,36,0,54,0,0,0,55,38,0
15-01-21,0,0,50,52,0,0,0,36,0,55,0,0,0,55,37,0
15-01-31,0,0,55,53,0,0,0,35,0,55,0,0,0,56,44,0
15-01-41,0,34,0,52,0,0,0,35,0,55,0,0,0,52,45,0
15-01-51,0,33,56,52,0,0,0,35,0,55,0,0,0,55,45,0
15-02-01,0,0,55,52,0,0,0,35,0,52,0,0,0,54,45,0
15-02-11,0,42,53,53,0,0,0,30,0,54,0,0,0,55,44,0
15-02-21,0,37,55,51,0,0,0,35,0,55,0,0,0,55,0,0
15-02-31,0,0,55,51,0,0,32,35,0,55,0,0,0,54,45,0
15-02-41,0,32,57,50,0,0,38,0,0,54,0,0,0,54,44,0
15-02-51,0,0,55,51,0,0,53,33,0,54,0,0,0,49,42,0
15-03-01,0,33,55,54,0,0,42,35,30,0,0,0,0,55,45,0
15-03-11,0,35,53,51,0,0,33,0,38,55,0,0,0,55,45,0
15-03-21,0,40,52,53,0,0,37,0,30,0,0,0,0,55,47,0
15-03-31,0,0,56,53,0,0,39,46,46,56,0,0,0,0,50,0
15-03-41,0,0,55,53,0,0,56,44,45,58,0,0,0,54,50,0
15-03-51,0,0,55,56,0,0,56,0,0,60,0,0,0,55,0,0
15-04-01,0,0,55,0,0,0,58,45,45,58,0,0,0,54,0,0
15-04-11,0,0,49,54,0,0,55,43,42,59,0,0,0,52,51,0
15-04-21,0,37,53,53,0,0,60,45,0,58,0,0,0,0,50,0
15-04-31,0,43,0,52,0,0,56,43,45,59,0,0,0,54,43,0
15-04-41,0,33,55,56,0,0,57,41,45,58,0,0,0,53,50,0
15-04-51,0,31,56,54,0,0,56,42,44,57,0,0,0,0,50,30
15-05-01,0,0,56,54,0,0,57,43,43,57,0,0,0,55,51,29
15-05-11,0,0,56,54,0,0,54,0,45,54,0,0,0,53,0,31
15-05-21,0,0,0,53,0,0,55,48,44,55,0,0,0,52,47,0
15-05-31,0,0,53,54,0,0,0,45,45,55,0,0,0,53,49,0
15-05-41,0,0,56,54,0,0,44,45,43,56,0,0,0,54,48,0
15-05-51,0,38,55,53,0,0,41,45,44,53,0,0,0,54,47,0
15-06-01,0,0,55,53,0,0,45,45,0,56,0,0,0,53,0,0
15-06-11,0,0,52,54,0,0,44,43,0,55,0,0,0,51,47,32
15-06-21,0,0,55,53,0,0,47,42,0,54,0,0,0,54,0,0
15-06-31,0,30,56,53,0,0,0,0,45,54,0,0,0,49,48,0
15-06-41,0,32,54,53,0,0,49,0,0,51,0,0,0,54,45,0
15-06-51,0,0,56,51,0,0,43,46,0,55,0,0,0,53,46,0
15-07-01,0,0,0,50,0,0,36,0,45,0,0,0,0,53,45,0
15-07-11,0,38,52,52,0,0,50,42,0,54,0,0,0,50,46,0
15-07-21,0,0,52,54,0,0,48,46,44,0,0,0,0,53,48,0
15-07-31,0,0,55,55,0,0,45,43,45,53,0,0,0,52,0,0
15-07-41,0,33,55,55,0,0,43,0,45,52,0,0,0,49,49,0
15-07-51,0,0,0,52,0,0,43,43,44,51,0,0,0,50,0,0
15-08-01,0,37,53,0,0,0,0,45,45,0,0,0,0,52,45,33
15-08-11,0,33,55,53,0,0,45,45,45,53,0,0,0,52,45,0
15-08-21,0,0,0,54,0,0,0,45,0,51,0,0,0,52,44,0
15-08-31,0,39,54,53,0,0,0,47,46,53,0,0,0,53,45,29
15-08-41,0,0,53,53,0,0,45,0,0,54,0,0,0,53,45,0
15-08-51,0,40,55,54,0,0,45,46,0,52,0,0,0,53,43,0
15-09-01,0,0,55,53,0,0,47,45,44,51,0,0,0,53,45,0
15-09-11,0,0,55,53,0,0,43,45,0,53,0,0,0,0,0,0
15-09-21,0,0,55,53,0,0,43,46,0,50,0,0,0,53,0,0
15-09-31,0,35,52,53,0,0,40,46,0,0,0,0,0,50,45,0
15-09-41,0,0,52,54,0,0,40,46,45,51,0,0,0,52,0,0
15-09-51,0,0,53,54,0,0,42,46,45,53,0,0,0,53,45,0
15-10-01,0,44,0,53,0,0,0,45,44,52,0,0,0,53,47,0
15-10-11,0,0,55,53,0,0,0,45,0,53,0,0,0,53,45,0
15-10-21,0,34,54,53,0,0,43,46,44,50,0,0,0,48,45,0
15-10-31,0,0,54,54,0,0,41,47,45,53,0,0,0,52,46,0
15-10-41,0,46,51,54,0,0,0,46,45,50,0,0,0,51,45,0
15-10-51,0,0,51,53,0,0,42,47,0,53,0,0,0,52,0,0
15-11-01,0,34,55,53,0,0,0,0,45,54,0,0,0,52,46,0
15-11-11,0,0,52,53,0,0,43,45,46,53,0,0,0,53,46,30
15-11-21,0,34,55,52,0,0,0,42,45,51,0,0,0,48,47,0
15-11-31,0,41,57,54,0,0,45,0,45,53,0,0,0,51,45,0
