date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Eleanor,Bodhi,Mary,Erin
09-16-35,0,48,56,54,56,59,60,0,49,42,42
09-16-45,0,49,56,54,56,60,60,0,49,49,51
09-16-55,0,47,56,55,56,60,60,0,48,52,51
09-17-05,0,47,57,55,55,60,60,0,49,41,50
09-17-15,0,47,58,55,55,60,59,0,55,42,51
09-17-25,0,48,58,54,54,60,59,0,55,52,38
09-17-35,0,47,58,54,55,60,59,0,56,52,43
09-17-45,0,48,58,52,55,59,58,0,55,53,0
09-17-55,0,48,58,52,56,59,58,0,56,53,0
09-18-05,0,48,59,52,56,59,58,0,56,53,0
09-18-15,0,47,58,52,55,59,58,0,56,53,34
09-18-25,0,47,58,52,56,59,58,0,56,52,0
09-18-35,0,48,58,52,55,59,58,0,55,52,0
09-18-45,0,48,58,52,55,59,59,0,55,51,0
09-18-55,0,48,59,51,55,59,58,0,56,53,36
09-19-05,0,47,58,52,55,59,58,0,56,52,35
09-19-15,0,48,58,52,56,59,58,0,56,53,35
09-19-25,0,47,58,52,55,59,58,0,55,53,34
09-19-35,0,48,58,49,55,57,58,0,56,53,0
09-19-45,0,47,58,49,55,57,56,0,55,54,0
09-19-55,0,45,58,49,55,57,57,0,55,53,0
09-20-05,0,48,58,50,55,57,57,0,56,53,34
09-20-15,0,48,58,50,55,56,56,0,55,53,0
09-20-25,0,47,58,50,56,57,56,0,56,53,34
09-20-35,0,48,58,49,55,56,57,0,56,53,34
09-20-45,0,48,58,50,55,56,56,0,56,53,34
09-20-55,0,48,58,50,56,56,56,0,56,53,34
09-21-05,0,48,58,49,55,56,56,0,56,53,34
09-21-15,0,48,58,49,55,56,56,0,57,53,34
09-21-25,0,47,58,50,54,55,57,0,56,53,34
09-21-35,0,49,58,49,56,56,57,0,56,52,35
09-21-45,0,49,58,49,56,56,56,0,56,52,35
09-21-55,0,48,58,49,53,56,56,0,55,52,34
09-22-05,0,34,35,34,34,35,35,0,37,37,0
09-22-15,0,35,35,34,35,35,35,0,39,35,0
